Common name 	Scientific name 	Status 	No. 	No. Back
Sulawesi Ground Dove 	Gallicolumba tristigmata 		1 	0
Cinnamon Ground Dove 	Gallicolumba rufigula 		2 	0
Pheasant Pigeon 	Otidiphaps nobilis 		13 	3
Western Crowned Pigeon 	Goura cristata 		1 	0
Scheepmaker's Crowned Pigeon 	Goura scheepmakeri 		0 	0
Victoria Crowned Pigeon 	Goura victoria 		3 	0
Pink-necked Green Pigeon 	Treron vernans 		21 	2
Grey-cheeked Green Pigeon 	Treron griseicauda 		8 	3
Black-banded Fruit Dove 	Ptilinopus alligator 		2 	0
Red-eared Fruit Dove 	Ptilinopus fischeri 		12 	0
Banggai Fruit Dove 	Ptilinopus subgularis 		9 	0
Wompoo Fruit Dove 	Ptilinopus magnificus 		35 	59
Pink-spotted Fruit Dove 	Ptilinopus perlatus 		9 	0
Ornate Fruit Dove 	Ptilinopus ornatus 		0 	0
Orange-fronted Fruit Dove 	Ptilinopus aurantiifrons 		12 	2
Superb Fruit Dove 	Ptilinopus superbus 		43 	104
Rose-crowned Fruit Dove 	Ptilinopus regina 		24 	19
Coroneted Fruit Dove 	Ptilinopus coronulatus 		7 	16
Beautiful Fruit Dove 	Ptilinopus pulchellus 		11 	1
White-bibbed Fruit Dove 	Ptilinopus rivoli 		14 	5
Yellow-bibbed Fruit Dove 	Ptilinopus solomonensis 		28 	19
Claret-breasted Fruit Dove 	Ptilinopus viridis 		37 	12
Orange-bellied Fruit Dove 	Ptilinopus iozonus 		23 	9
Knob-billed Fruit Dove 	Ptilinopus insolitus 		1 	0
Black-naped Fruit Dove 	Ptilinopus melanospilus 		25 	29
Dwarf Fruit Dove 	Ptilinopus nainus 		7 	0
White-bellied Imperial Pigeon 	Ducula forsteni 		6 	2
Grey-headed Imperial Pigeon 	Ducula radiata 		0 	0
Green Imperial Pigeon 	Ducula aenea 		61 	56
Elegant Imperial Pigeon 	Ducula concinna 		18 	37
Pacific Imperial Pigeon 	Ducula pacifica 		14 	33
Red-knobbed Imperial Pigeon 	Ducula rubricera 		28 	21
Purple-tailed Imperial Pigeon 	Ducula rufigaster 		11 	2
Finsch's Imperial Pigeon 	Ducula finschii 		6 	0
Rufescent Imperial Pigeon 	Ducula chalconota 		2 	0
Island Imperial Pigeon 	Ducula pistrinaria 		19 	4
Pink-headed Imperial Pigeon 	Ducula rosacea 		14 	16
Pinon's Imperial Pigeon 	Ducula pinon 		20 	49
Black Imperial Pigeon 	Ducula melanochroa 		1 	0
Collared Imperial Pigeon 	Ducula mullerii 		1 	0
Zoe's Imperial Pigeon 	Ducula zoeae 		25 	13
Pied Imperial Pigeon 	Ducula bicolor 		12 	5
Silver-tipped Imperial Pigeon 	Ducula luctuosa 		1 	1
Torresian Imperial Pigeon 	Ducula spilorrhoa 		10 	13
Topknot Pigeon 	Lopholaimus antarcticus 		4 	3
New Zealand Pigeon 	Hemiphaga novaeseelandiae 		8 	1
Sombre Pigeon 	Cryptophaps poecilorrhoa 		4 	0
Papuan Mountain Pigeon 	Gymnophaps albertisii 		1 	0
Pale Mountain Pigeon 	Gymnophaps solomonensis 		1 	1
White-necked Coucal 	Centropus ateralbus 		4 	1
Ivory-billed Coucal 	Centropus menbeki 		27 	6
Bay Coucal 	Centropus celebensis 		28 	1
Lesser Coucal 	Centropus bengalensis 		54 	20
Violaceous Coucal 	Centropus violaceus 		7 	3
Black-billed Coucal 	Centropus bernsteini 		9 	0
Pheasant Coucal 	Centropus phasianinus 		33 	11
Yellow-billed Malkoha 	Rhamphococcyx calyorhynchus 		9 	1
Dwarf Koel 	Microdynamis parva 		11 	1
Asian Koel 	Eudynamys scolopaceus 		236 	213
Black-billed Koel 	Eudynamys melanorhynchus 		29 	20
Pacific Koel 	Eudynamys orientalis 		73 	35
Pacific Long-tailed Cuckoo 	Urodynamis taitensis 		12 	2
Channel-billed Cuckoo 	Scythrops novaehollandiae 		28 	17
Long-billed Cuckoo 	Chrysococcyx megarhynchus 		4 	0
Horsfield's Bronze Cuckoo 	Chrysococcyx basalis 		23 	16
Black-eared Cuckoo 	Chrysococcyx osculans 		10 	6
Rufous-throated Bronze Cuckoo 	Chrysococcyx ruficollis 		5 	0
Shining Bronze Cuckoo 	Chrysococcyx lucidus 		26 	9
White-eared Bronze Cuckoo 	Chrysococcyx meyerii 		6 	0
Little Bronze Cuckoo 	Chrysococcyx minutillus 		59 	9
Pallid Cuckoo 	Cacomantis pallidus 		20 	9
White-crowned Cuckoo 	Cacomantis leucolophus 		23 	0
Chestnut-breasted Cuckoo 	Cacomantis castaneiventris 		26 	4
Fan-tailed Cuckoo 	Cacomantis flabelliformis 		58 	26
Plaintive Cuckoo 	Cacomantis merulinus 		132 	45
Brush Cuckoo 	Cacomantis variolosus 		102 	41
Square-tailed Drongo-Cuckoo 	Surniculus lugubris 		100 	22
Sulawesi Cuckoo 	Cuculus crassirostris 		6 	0
Oriental Cuckoo 	Cuculus optatus 		120 	59
Greater Sooty Owl 	Tyto tenebricosa 		29 	1
Minahassa Masked Owl 	Tyto inexspectata 		4 	0
Manus Masked Owl 	Tyto manusi 		0 	0
Golden Masked Owl 	Tyto aurantia 		0 	0
Australian Masked Owl 	Tyto novaehollandiae 		13 	1
Sulawesi Masked Owl 	Tyto rosenbergii 		15 	0
Western Barn Owl 	Tyto alba 		378 	57
Eastern Grass Owl 	Tyto longimembris 		1 	0
Sulawesi Scops Owl 	Otus manadensis 		32 	5
Little Owl 	Athene noctua 		759 	161
Rufous Owl 	Ninox rufa 		6 	0
Togian Boobook 	Ninox burhani 		9 	0
Powerful Owl 	Ninox strenua 		11 	3
Barking Owl 	Ninox connivens 		28 	3
Australian Boobook 	Ninox boobook 		62 	21
Morepork 	Ninox novaeseelandiae 		34 	3
Brown Hawk-Owl 	Ninox scutulata 		119 	11
Northern Boobook 	Ninox japonica 		50 	3
Ochre-bellied Boobook 	Ninox ochracea 		15 	2
Cinnabar Boobook 	Ninox ios 		21 	0
Papuan Boobook 	Ninox theomacha 		24 	0
Manus Boobook 	Ninox meeki 		1 	0
Speckled Boobook 	Ninox punctulata 		9 	0
New Ireland Boobook 	Ninox variegata 		1 	0
New Britain Boobook 	Ninox odiosa 		1 	0
Solomons Boobook 	Ninox jacquinoti 		21 	0
Papuan Hawk-Owl 	Uroglaux dimorpha 		8 	1
Fearful Owl 	Nesasio solomonensis 		10 	0
Marbled Frogmouth 	Podargus ocellatus 		17 	2
Papuan Frogmouth 	Podargus papuensis 		20 	1
Tawny Frogmouth 	Podargus strigoides 		17 	6
Spotted Nightjar 	Eurostopodus argus 		4 	2
White-throated Nightjar 	Eurostopodus mystacalis 		6 	1
Satanic Nightjar 	Eurostopodus diabolicus 		4 	0
Papuan Nightjar 	Eurostopodus papuensis 		5 	0
Great Eared Nightjar 	Lyncornis macrotis 		59 	14
Large-tailed Nightjar 	Caprimulgus macrurus 		151 	35
Sulawesi Nightjar 	Caprimulgus celebensis 		8 	0
Savanna Nightjar 	Caprimulgus affinis 		70 	9
Feline Owlet-nightjar 	Aegotheles insignis 		10 	0
Starry Owlet-nightjar 	Aegotheles tatei 		9 	0
Wallace's Owlet-nightjar 	Aegotheles wallacii 		12 	0
Mountain Owlet-nightjar 	Aegotheles albertisi 		6 	0
Barred Owlet-nightjar 	Aegotheles bennettii 		2 	0
Vogelkop Owlet-nightjar 	Aegotheles affinis 		0 	0
Australian Owlet-nightjar 	Aegotheles cristatus 		41 	14
Grey-rumped Treeswift 	Hemiprocne longipennis 		28 	0
Moustached Treeswift 	Hemiprocne mystacea 		13 	1
Glossy Swiftlet 	Collocalia esculenta 		4 	0
Mountain Swiftlet 	Aerodramus hirundinaceus 		4 	0
White-rumped Swiftlet 	Aerodramus spodiopygius 		8 	1
Australian Swiftlet 	Aerodramus terraereginae 		0 	0
Bare-legged Swiftlet 	Aerodramus nuditarsus 		0 	0
Mayr's Swiftlet 	Aerodramus orientalis 		0 	0
Uniform Swiftlet 	Aerodramus vanikorensis 		10 	0
Three-toed Swiftlet 	Aerodramus papuensis 		0 	0
Papuan Spine-tailed Swift 	Mearnsia novaeguineae 		3 	0
White-throated Needletail 	Hirundapus caudacutus 		8 	0
Purple Needletail 	Hirundapus celebensis 		0 	0
Asian Palm Swift 	Cypsiurus balasiensis 		17 	4
Pacific Swift 	Apus pacificus 		30 	6
Salim Ali's Swift 	Apus salimalii 		3 	0
Blyth's Swift 	Apus leuconyx 		1 	0
Cook's Swift 	Apus cooki 		4 	0
House Swift 	Apus nipalensis 		39 	2
Purple-winged Roller 	Coracias temminckii 		10 	0
Oriental Dollarbird 	Eurystomus orientalis 		75 	11
Green-backed Kingfisher 	Actenoides monachus 		23 	7
Scaly-breasted Kingfisher 	Actenoides princeps 		8 	0
Moustached Kingfisher 	Actenoides bougainvillei 		8 	0
Hook-billed Kingfisher 	Melidora macrorrhina 		38 	4
Common Paradise Kingfisher 	Tanysiptera galatea 		65 	20
Little Paradise Kingfisher 	Tanysiptera hydrocharis 		6 	0
Buff-breasted Paradise Kingfisher 	Tanysiptera sylvia 		18 	16
Red-breasted Paradise Kingfisher 	Tanysiptera nympha 		7 	0
Brown-headed Paradise Kingfisher 	Tanysiptera danae 		13 	0
Shovel-billed Kookaburra 	Clytoceyx rex 		12 	1
Laughing Kookaburra 	Dacelo novaeguineae 		40 	52
Blue-winged Kookaburra 	Dacelo leachii 		38 	18
Spangled Kookaburra 	Dacelo tyro 		1 	0
Rufous-bellied Kookaburra 	Dacelo gaudichaud 		24 	9
Great-billed Kingfisher 	Pelargopsis melanorhyncha 		4 	0
Ruddy Kingfisher 	Halcyon coromanda 		114 	8
Blue-black Kingfisher 	Todiramphus nigrocyaneus 		22 	6
Forest Kingfisher 	Todiramphus macleayii 		17 	6
White-mantled Kingfisher 	Todiramphus albonotatus 		5 	6
Ultramarine Kingfisher 	Todiramphus leucopygius 		10 	0
Collared Kingfisher 	Todiramphus chloris 		88 	39
Beach Kingfisher 	Todiramphus saurophagus 		13 	0
Sacred Kingfisher 	Todiramphus sanctus 		45 	43
Red-backed Kingfisher 	Todiramphus pyrrhopygius 		8 	8
Yellow-billed Kingfisher 	Syma torotoro 		47 	9
Mountain Kingfisher 	Syma megarhyncha 		3 	1
Blue-eared Kingfisher 	Alcedo meninting 		20 	1
Common Kingfisher 	Alcedo atthis 		470 	361
Oriental Dwarf Kingfisher 	Ceyx erithaca 		36 	1
Sulawesi Dwarf Kingfisher 	Ceyx fallax 		5 	0
Moluccan Dwarf Kingfisher 	Ceyx lepidus 		3 	1
Azure Kingfisher 	Ceyx azureus 		10 	0
Bismarck Kingfisher 	Ceyx websteri 		0 	0
Little Kingfisher 	Ceyx pusillus 		3 	0
Purple-bearded Bee-eater 	Meropogon forsteni 		6 	0
Blue-tailed Bee-eater 	Merops philippinus 		50 	8
Rainbow Bee-eater 	Merops ornatus 		36 	46
Eurasian Hoopoe 	Upupa epops 		376 	402
Blyth's Hornbill 	Rhyticeros plicatus 		55 	34
Knobbed Hornbill 	Rhyticeros cassidix 		16 	5
Sulawesi Hornbill 	Rhabdotorrhinus exarhatus 		18 	3
Sulawesi Pygmy Woodpecker 	Yungipicus temminckii 		6 	0
Ashy Woodpecker 	Mulleripicus fulvus 		21 	1
Spotted Kestrel 	Falco moluccensis 		2 	2
Nankeen Kestrel 	Falco cenchroides 		6 	7
Oriental Hobby 	Falco severus 		5 	0
Australian Hobby 	Falco longipennis 		3 	0
New Zealand Falcon 	Falco novaeseelandiae 		2 	0
Brown Falcon 	Falco berigora 		7 	1
Grey Falcon 	Falco hypoleucos 		2 	0
Black Falcon 	Falco subniger 		0 	0
Peregrine Falcon 	Falco peregrinus 		191 	14
Kakapo 	Strigops habroptila 		1 	0
Kea 	Nestor notabilis 		10 	0
New Zealand Kaka 	Nestor meridionalis 		35 	25
Cockatiel 	Nymphicus hollandicus 		24 	9
Red-tailed Black Cockatoo 	Calyptorhynchus banksii 		40 	23
Glossy Black Cockatoo 	Calyptorhynchus lathami 		10 	1
Yellow-tailed Black Cockatoo 	Calyptorhynchus funereus 		44 	9
Baudin's Black Cockatoo 	Calyptorhynchus baudinii 		12 	1
Carnaby's Black Cockatoo 	Calyptorhynchus latirostris 		13 	1
Palm Cockatoo 	Probosciger aterrimus 		27 	1
Gang-gang Cockatoo 	Callocephalon fimbriatum 		20 	1
Galah 	Eolophus roseicapilla 		38 	23
Major Mitchell's Cockatoo 	Lophochroa leadbeateri 		15 	3
Long-billed Corella 	Cacatua tenuirostris 		16 	3
Western Corella 	Cacatua pastinator 		12 	1
Little Corella 	Cacatua sanguinea 		33 	18
Solomons Cockatoo 	Cacatua ducorpsii 		24 	2
Red-vented Cockatoo 	Cacatua haematuropygia 		5 	0
Sulphur-crested Cockatoo 	Cacatua galerita 		87 	125
Blue-eyed Cockatoo 	Cacatua ophthalmica 		7 	0
Yellow-crested Cockatoo 	Cacatua sulphurea 		20 	1
Pesquet's Parrot 	Psittrichas fulgidus 		10 	1
Yellow-capped Pygmy Parrot 	Micropsitta keiensis 		5 	0
Buff-faced Pygmy Parrot 	Micropsitta pusio 		5 	0
Meek's Pygmy Parrot 	Micropsitta meeki 		1 	0
Finsch's Pygmy Parrot 	Micropsitta finschii 		8 	1
Red-breasted Pygmy Parrot 	Micropsitta bruijnii 		10 	0
Superb Parrot 	Polytelis swainsonii 		9 	0
Regent Parrot 	Polytelis anthopeplus 		8 	1
Princess Parrot 	Polytelis alexandrae 		3 	0
Papuan King Parrot 	Alisterus chloropterus 		3 	0
Australian King Parrot 	Alisterus scapularis 		28 	46
Red-winged Parrot 	Aprosmictus erythropterus 		19 	19
Golden-mantled Racket-tail 	Prioniturus platurus 		17 	0
Yellow-breasted Racket-tail 	Prioniturus flavicans 		18 	1
Eclectus Parrot 	Eclectus roratus 		84 	35
Red-cheeked Parrot 	Geoffroyus geoffroyi 		74 	31
Blue-collared Parrot 	Geoffroyus simplex 		2 	0
Song Parrot 	Geoffroyus heteroclitus 		15 	2
Blue-backed Parrot 	Tanygnathus sumatranus 		19 	11
Brehm's Tiger Parrot 	Psittacella brehmii 		9 	0
Painted Tiger Parrot 	Psittacella picta 		4 	0
Modest Tiger Parrot 	Psittacella modesta 		1 	0
Madarasz's Tiger Parrot 	Psittacella madaraszi 		1 	0
Red-rumped Parrot 	Psephotus haematonotus 		19 	10
Eastern Bluebonnet 	Northiella haematogaster 		11 	0
Mulga Parrot 	Psephotellus varius 		14 	4
Hooded Parrot 	Psephotellus dissimilis 		1 	0
Golden-shouldered Parrot 	Psephotellus chrysopterygius 		7 	0
Red-capped Parrot 	Purpureicephalus spurius 		8 	1
Green Rosella 	Platycercus caledonicus 		18 	1
Crimson Rosella 	Platycercus elegans 		56 	39
Northern Rosella 	Platycercus venustus 		5 	1
Pale-headed Rosella 	Platycercus adscitus 		23 	5
Eastern Rosella 	Platycercus eximius 		22 	5
Western Rosella 	Platycercus icterotis 		5 	0
Australian Ringneck 	Barnardius zonarius 		34 	11
Swift Parrot 	Lathamus discolor 		8 	0
Chatham Parakeet 	Cyanoramphus forbesi 		7 	0
Antipodes Parakeet 	Cyanoramphus unicolor 		0 	0
Yellow-crowned Parakeet 	Cyanoramphus auriceps 		10 	6
Malherbe's Parakeet 	Cyanoramphus malherbi 		2 	0
Red-crowned Parakeet 	Cyanoramphus novaezelandiae 		17 	10
Eastern Ground Parrot 	Pezoporus wallicus 		4 	1
Western Ground Parrot 	Pezoporus flaviventris 		0 	0
Night Parrot 	Pezoporus occidentalis 		7 	0
Bourke's Parrot 	Neopsephotus bourkii 		7 	1
Blue-winged Parrot 	Neophema chrysostoma 		3 	0
Elegant Parrot 	Neophema elegans 		5 	0
Rock Parrot 	Neophema petrophila 		0 	0
Orange-bellied Parrot 	Neophema chrysogaster 		9 	0
Turquoise Parrot 	Neophema pulchella 		9 	1
Scarlet-chested Parrot 	Neophema splendida 		0 	0
Plum-faced Lorikeet 	Oreopsittacus arfaki 		6 	1
Red-chinned Lorikeet 	Charmosyna rubrigularis 		1 	0
Meek's Lorikeet 	Charmosyna meeki 		5 	0
Striated Lorikeet 	Charmosyna multistriata 		0 	0
Pygmy Lorikeet 	Charmosyna wilhelminae 		0 	0
Red-fronted Lorikeet 	Charmosyna rubronotata 		3 	0
Red-flanked Lorikeet 	Charmosyna placentis 		17 	1
Duchess Lorikeet 	Charmosyna margarethae 		17 	2
Fairy Lorikeet 	Charmosyna pulchella 		2 	0
Josephine's Lorikeet 	Charmosyna josefinae 		1 	0
Papuan Lorikeet 	Charmosyna papou 		6 	0
Yellow-billed Lorikeet 	Neopsittacus musschenbroekii 		12 	2
Orange-billed Lorikeet 	Neopsittacus pullicauda 		7 	1
Little Lorikeet 	Parvipsitta pusilla 		15 	9
Purple-crowned Lorikeet 	Parvipsitta porphyrocephala 		8 	5
Black-capped Lory 	Lorius lory 		17 	4
Purple-bellied Lory 	Lorius hypoinochrous 		8 	1
White-naped Lory 	Lorius albidinucha 		0 	0
Black Lory 	Chalcopsitta atra 		8 	0
Brown Lory 	Chalcopsitta duivenbodei 		5 	0
Yellowish-streaked Lory 	Chalcopsitta scintillata 		1 	0
Dusky Lory 	Pseudeos fuscata 		6 	0
Cardinal Lory 	Pseudeos cardinalis 		20 	6
Varied Lorikeet 	Psitteuteles versicolor 		3 	0
Goldie's Lorikeet 	Psitteuteles goldiei 		3 	5
Ornate Lorikeet 	Trichoglossus ornatus 		9 	4
Rainbow Lorikeet 	Trichoglossus moluccanus 		48 	228
Citrine Lorikeet 	Trichoglossus flavoviridis 		6 	0
Scaly-breasted Lorikeet 	Trichoglossus chlorolepidotus 		15 	20
Musk Lorikeet 	Glossopsitta concinna 		15 	7
Budgerigar 	Melopsittacus undulatus 		21 	16
Large Fig Parrot 	Psittaculirostris desmarestii 		6 	1
Edwards's Fig Parrot 	Psittaculirostris edwardsii 		4 	0
Orange-breasted Fig Parrot 	Cyclopsitta gulielmitertii 		5 	0
Double-eyed Fig Parrot 	Cyclopsitta diophthalma 		27 	5
Great Hanging Parrot 	Loriculus stigmatus 		18 	0
Orange-fronted Hanging Parrot 	Loriculus aurantiifrons 		2 	0
Bismarck Hanging Parrot 	Loriculus tener 		0 	0
Pygmy Hanging Parrot 	Loriculus exilis 		5 	0
Rifleman 	Acanthisitta chloris 		28 	8
New Zealand Rockwren 	Xenicus gilviventris 		7 	0
Philippine Pitta 	Erythropitta erythrogaster 		23 	8
Hooded Pitta 	Pitta sordida 		113 	17
Superb Pitta 	Pitta superba 		2 	0
Blue-winged Pitta 	Pitta moluccensis 		38 	8
Elegant Pitta 	Pitta elegans 		64 	6
Rainbow Pitta 	Pitta iris 		3 	1
Noisy Pitta 	Pitta versicolor 		33 	25
Black-faced Pitta 	Pitta anerythra 		16 	0
Albert's Lyrebird 	Menura alberti 		19 	10
Superb Lyrebird 	Menura novaehollandiae 		55 	78
Rufous Scrubbird 	Atrichornis rufescens 		43 	3
Noisy Scrubbird 	Atrichornis clamosus 		11 	2
White-eared Catbird 	Ailuroedus buccoides 		0 	0
Green Catbird 	Ailuroedus crassirostris 		25 	13
Black-eared Catbird 	Ailuroedus melanotis 		9 	2
Tooth-billed Bowerbird 	Scenopoeetes dentirostris 		37 	2
Archbold's Bowerbird 	Archboldia papuensis 		10 	0
Vogelkop Bowerbird 	Amblyornis inornata 		14 	1
MacGregor's Bowerbird 	Amblyornis macgregoriae 		8 	0
Streaked Bowerbird 	Amblyornis subalaris 		1 	0
Golden-fronted Bowerbird 	Amblyornis flavifrons 		0 	0
Golden Bowerbird 	Prionodura newtoniana 		13 	0
Masked Bowerbird 	Sericulus aureus 		3 	0
Flame Bowerbird 	Sericulus ardens 		5 	0
Fire-maned Bowerbird 	Sericulus bakeri 		1 	0
Regent Bowerbird 	Sericulus chrysocephalus 		5 	0
Satin Bowerbird 	Ptilonorhynchus violaceus 		47 	37
Western Bowerbird 	Chlamydera guttata 		7 	0
Great Bowerbird 	Chlamydera nuchalis 		10 	4
Spotted Bowerbird 	Chlamydera maculata 		20 	5
Yellow-breasted Bowerbird 	Chlamydera lauterbachi 		1 	0
Fawn-breasted Bowerbird 	Chlamydera cerviniventris 		3 	1
White-throated Treecreeper 	Cormobates leucophaea 		70 	65
Papuan Treecreeper 	Cormobates placens 		16 	4
Red-browed Treecreeper 	Climacteris erythrops 		5 	1
White-browed Treecreeper 	Climacteris affinis 		5 	0
Rufous Treecreeper 	Climacteris rufus 		7 	2
Brown Treecreeper 	Climacteris picumnus 		24 	15
Wallace's Fairywren 	Sipodotus wallacii 		6 	0
Broad-billed Fairywren 	Chenorhamphus grayi 		0 	0
Campbell's Fairywren 	Chenorhamphus campbelli 		0 	0
Emperor Fairywren 	Malurus cyanocephalus 		28 	2
Lovely Fairywren 	Malurus amabilis 		9 	3
Variegated Fairywren 	Malurus lamberti 		18 	3
Blue-breasted Fairywren 	Malurus pulcherrimus 		7 	0
Red-winged Fairywren 	Malurus elegans 		8 	1
Superb Fairywren 	Malurus cyaneus 		34 	54
Splendid Fairywren 	Malurus splendens 		16 	12
Purple-crowned Fairywren 	Malurus coronatus 		4 	0
White-shouldered Fairywren 	Malurus alboscapulatus 		8 	0
Red-backed Fairywren 	Malurus melanocephalus 		21 	12
White-winged Fairywren 	Malurus leucopterus 		11 	8
Orange-crowned Fairywren 	Clytomyias insignis 		9 	0
Southern Emu-wren 	Stipiturus malachurus 		21 	1
Mallee Emu-wren 	Stipiturus mallee 		8 	2
Rufous-crowned Emu-wren 	Stipiturus ruficeps 		3 	0
Grey Grasswren 	Amytornis barbatus 		2 	0
Black Grasswren 	Amytornis housei 		1 	0
White-throated Grasswren 	Amytornis woodwardi 		0 	0
Carpentarian Grasswren 	Amytornis dorotheae 		3 	0
Short-tailed Grasswren 	Amytornis merrotsyi 		6 	0
Striated Grasswren 	Amytornis striatus 		9 	1
Eyrean Grasswren 	Amytornis goyderi 		6 	0
Western Grasswren 	Amytornis textilis 		3 	0
Thick-billed Grasswren 	Amytornis modestus 		1 	0
Dusky Grasswren 	Amytornis purnelli 		1 	0
Kalkadoon Grasswren 	Amytornis ballarae 		3 	0
Black Honeyeater 	Sugomel niger 		6 	0
White-chinned Myzomela 	Myzomela albigula 		6 	0
Ashy Myzomela 	Myzomela cineracea 		1 	0
Ruby-throated Myzomela 	Myzomela eques 		0 	0
Dusky Myzomela 	Myzomela obscura 		31 	23
Red Myzomela 	Myzomela cruentata 		4 	0
Papuan Black Myzomela 	Myzomela nigrita 		1 	0
New Ireland Myzomela 	Myzomela pulchella 		0 	0
Red-headed Myzomela 	Myzomela erythrocephala 		1 	0
Mountain Myzomela 	Myzomela adolphinae 		3 	0
Sulawesi Myzomela 	Myzomela chloroptera 		11 	0
Wakolo Myzomela 	Myzomela wakoloensis 		2 	0
Scarlet Myzomela 	Myzomela sanguinolenta 		34 	78
Sclater's Myzomela 	Myzomela sclateri 		3 	1
Bismarck Black Myzomela 	Myzomela pammelaena 		1 	0
Black-bellied Myzomela 	Myzomela erythromelas 		0 	0
Red-collared Myzomela 	Myzomela rosenbergii 		20 	1
Tawny-crowned Honeyeater 	Gliciphila melanops 		11 	0
Green-backed Honeyeater 	Glycichaera fallax 		3 	0
Leaden Honeyeater 	Ptiloprora plumbea 		0 	0
Yellowish-streaked Honeyeater 	Ptiloprora meekiana 		3 	0
Rufous-backed Honeyeater 	Ptiloprora guisei 		8 	0
Mayr's Honeyeater 	Ptiloprora mayri 		0 	0
Grey-streaked Honeyeater 	Ptiloprora perstriata 		19 	1
Eastern Spinebill 	Acanthorhynchus tenuirostris 		31 	59
Western Spinebill 	Acanthorhynchus superciliosus 		5 	0
Pied Honeyeater 	Certhionyx variegatus 		4 	0
Tui 	Prosthemadera novaeseelandiae 		61 	86
New Zealand Bellbird 	Anthornis melanura 		47 	67
Plain Honeyeater 	Pycnopygius ixoides 		1 	0
Marbled Honeyeater 	Pycnopygius cinereus 		3 	0
Streak-headed Honeyeater 	Pycnopygius stictocephalus 		11 	0
Banded Honeyeater 	Cissomela pectoralis 		11 	11
Brown Honeyeater 	Lichmera indistincta 		60 	102
Silver-eared Honeyeater 	Lichmera alboauricularis 		4 	0
Crescent Honeyeater 	Phylidonyris pyrrhopterus 		32 	6
New Holland Honeyeater 	Phylidonyris novaehollandiae 		35 	45
White-cheeked Honeyeater 	Phylidonyris niger 		19 	5
White-streaked Honeyeater 	Trichodere cockerelli 		7 	0
Painted Honeyeater 	Grantiella picta 		10 	2
Striped Honeyeater 	Plectorhyncha lanceolata 		12 	2
Spotted Honeyeater 	Xanthotis polygrammus 		0 	0
Macleay's Honeyeater 	Xanthotis macleayanus 		22 	11
Tawny-breasted Honeyeater 	Xanthotis flaviventer 		11 	8
Meyer's Friarbird 	Philemon meyeri 		18 	2
Little Friarbird 	Philemon citreogularis 		34 	20
Helmeted Friarbird 	Philemon buceroides 		44 	8
New Britain Friarbird 	Philemon cockerelli 		2 	0
New Ireland Friarbird 	Philemon eichhorni 		0 	0
Manus Friarbird 	Philemon albitorques 		6 	3
Silver-crowned Friarbird 	Philemon argenticeps 		11 	28
Noisy Friarbird 	Philemon corniculatus 		58 	74
Blue-faced Honeyeater 	Entomyzon cyanotis 		35 	20
Black-chinned Honeyeater 	Melithreptus gularis 		8 	2
Strong-billed Honeyeater 	Melithreptus validirostris 		10 	2
Brown-headed Honeyeater 	Melithreptus brevirostris 		16 	6
White-throated Honeyeater 	Melithreptus albogularis 		41 	52
White-naped Honeyeater 	Melithreptus lunatus 		15 	11
Black-headed Honeyeater 	Melithreptus affinis 		9 	0
White-eared Honeyeater 	Nesoptilotis leucotis 		28 	28
Yellow-throated Honeyeater 	Nesoptilotis flavicollis 		21 	1
Gibberbird 	Ashbyia lovensis 		0 	0
Crimson Chat 	Epthianura tricolor 		4 	0
Orange Chat 	Epthianura aurifrons 		3 	0
Yellow Chat 	Epthianura crocea 		9 	0
White-fronted Chat 	Epthianura albifrons 		6 	0
Long-billed Honeyeater 	Melilestes megarhynchus 		18 	4
MacGregor's Honeyeater 	Macgregoria pulchra 		2 	0
Common Smoky Honeyeater 	Melipotes fumigatus 		11 	1
Spangled Honeyeater 	Melipotes ater 		2 	0
Olive Straightbill 	Timeliopsis fulvigula 		0 	0
Tawny Straightbill 	Timeliopsis griseigula 		1 	0
Rufous-banded Honeyeater 	Conopophila albogularis 		17 	6
Rufous-throated Honeyeater 	Conopophila rufogularis 		2 	4
Grey Honeyeater 	Conopophila whitei 		6 	0
Bar-breasted Honeyeater 	Ramsayornis fasciatus 		1 	4
Brown-backed Honeyeater 	Ramsayornis modestus 		22 	6
Spiny-cheeked Honeyeater 	Acanthagenys rufogularis 		33 	28
Little Wattlebird 	Anthochaera chrysoptera 		29 	28
Western Wattlebird 	Anthochaera lunulata 		9 	0
Red Wattlebird 	Anthochaera carunculata 		32 	85
Yellow Wattlebird 	Anthochaera paradoxa 		11 	3
Regent Honeyeater 	Anthochaera phrygia 		3 	0
Bridled Honeyeater 	Bolemoreus frenatus 		32 	7
Eungella Honeyeater 	Bolemoreus hindwoodi 		9 	0
Yellow-faced Honeyeater 	Caligavis chrysops 		34 	89
Black-throated Honeyeater 	Caligavis subfrenata 		11 	4
Obscure Honeyeater 	Caligavis obscura 		8 	0
Yellow-tufted Honeyeater 	Lichenostomus melanops 		15 	5
Purple-gaped Honeyeater 	Lichenostomus cratitius 		3 	0
Bell Miner 	Manorina melanophrys 		34 	50
Noisy Miner 	Manorina melanocephala 		46 	95
Yellow-throated Miner 	Manorina flavigula 		13 	11
Black-eared Miner 	Manorina melanotis 		7 	0
Sooty Melidectes 	Melidectes fuscus 		2 	0
Gilliard's Melidectes 	Melidectes whitemanensis 		0 	0
Short-bearded Melidectes 	Melidectes nouhuysi 		0 	0
