Common name 	Scientific name 	Status 	No. 	No. Back
Common Ostrich 	Struthio camelus 		5 	0
Somali Ostrich 	Struthio molybdophanes 		1 	0
Greater Rhea 	Rhea americana 		22 	1
Lesser Rhea 	Rhea pennata 		4 	0
Southern Brown Kiwi 	Apteryx australis 		3 	0
North Island Brown Kiwi 	Apteryx mantelli 		17 	0
Okarito Kiwi 	Apteryx rowi 		5 	0
Little Spotted Kiwi 	Apteryx owenii 		6 	0
Great Spotted Kiwi 	Apteryx haastii 		5 	0
Southern Cassowary 	Casuarius casuarius 		20 	0
Dwarf Cassowary 	Casuarius bennetti 		1 	0
Northern Cassowary 	Casuarius unappendiculatus 		6 	1
Emu 	Dromaius novaehollandiae 		11 	0
Grey Tinamou 	Tinamus tao 		55 	82
Solitary Tinamou 	Tinamus solitarius 		56 	41
Black Tinamou 	Tinamus osgoodi 		11 	1
Great Tinamou 	Tinamus major 		108 	265
White-throated Tinamou 	Tinamus guttatus 		47 	367
Highland Tinamou 	Nothocercus bonapartei 		40 	17
Tawny-breasted Tinamou 	Nothocercus julius 		50 	9
Hooded Tinamou 	Nothocercus nigrocapillus 		14 	5
Berlepsch's Tinamou 	Crypturellus berlepschi 		9 	0
Cinereous Tinamou 	Crypturellus cinereus 		220 	292
Little Tinamou 	Crypturellus soui 		317 	432
Tepui Tinamou 	Crypturellus ptaritepui 		2 	0
Brown Tinamou 	Crypturellus obsoletus 		181 	166
Undulated Tinamou 	Crypturellus undulatus 		170 	708
Pale-browed Tinamou 	Crypturellus transfasciatus 		31 	130
Brazilian Tinamou 	Crypturellus strigulosus 		64 	140
Grey-legged Tinamou 	Crypturellus duidae 		11 	5
Red-legged Tinamou 	Crypturellus erythropus 		32 	12
Yellow-legged Tinamou 	Crypturellus noctivagus 		43 	69
Black-capped Tinamou 	Crypturellus atrocapillus 		29 	46
Thicket Tinamou 	Crypturellus cinnamomeus 		46 	38
Slaty-breasted Tinamou 	Crypturellus boucardi 		23 	18
Choco Tinamou 	Crypturellus kerriae 		7 	0
Variegated Tinamou 	Crypturellus variegatus 		71 	95
Rusty Tinamou 	Crypturellus brevirostris 		7 	0
Bartlett's Tinamou 	Crypturellus bartletti 		40 	83
Small-billed Tinamou 	Crypturellus parvirostris 		73 	48
Barred Tinamou 	Crypturellus casiquiare 		3 	0
Tataupa Tinamou 	Crypturellus tataupa 		101 	84
Red-winged Tinamou 	Rhynchotus rufescens 		63 	125
Huayco Tinamou 	Rhynchotus maculicollis 		10 	6
Taczanowski's Tinamou 	Nothoprocta taczanowskii 		7 	1
Ornate Tinamou 	Nothoprocta ornata 		12 	0
Chilean Tinamou 	Nothoprocta perdicaria 		10 	1
Brushland Tinamou 	Nothoprocta cinerascens 		22 	4
Andean Tinamou 	Nothoprocta pentlandii 		35 	3
Curve-billed Tinamou 	Nothoprocta curvirostris 		5 	0
White-bellied Nothura 	Nothura boraquira 		24 	7
Lesser Nothura 	Nothura minor 		8 	0
Darwin's Nothura 	Nothura darwinii 		19 	7
Spotted Nothura 	Nothura maculosa 		66 	23
Dwarf Tinamou 	Taoniscus nanus 		38 	1
Elegant Crested Tinamou 	Eudromia elegans 		14 	1
Quebracho Crested Tinamou 	Eudromia formosa 		8 	0
Puna Tinamou 	Tinamotis pentlandii 		11 	0
Patagonian Tinamou 	Tinamotis ingoufi 		1 	0
Horned Screamer 	Anhima cornuta 		71 	26
Northern Screamer 	Chauna chavaria 		13 	1
Southern Screamer 	Chauna torquata 		79 	43
Magpie Goose 	Anseranas semipalmata 		14 	12
White-faced Whistling Duck 	Dendrocygna viduata 		113 	33
Black-bellied Whistling Duck 	Dendrocygna autumnalis 		181 	68
Spotted Whistling Duck 	Dendrocygna guttata 		6 	2
West Indian Whistling Duck 	Dendrocygna arborea 		10 	2
Fulvous Whistling Duck 	Dendrocygna bicolor 		51 	7
Plumed Whistling Duck 	Dendrocygna eytoni 		11 	5
Wandering Whistling Duck 	Dendrocygna arcuata 		19 	6
Lesser Whistling Duck 	Dendrocygna javanica 		39 	5
White-backed Duck 	Thalassornis leuconotus 		0 	0
Cape Barren Goose 	Cereopsis novaehollandiae 		3 	0
Brant Goose 	Branta bernicla 		126 	23
Red-breasted Goose 	Branta ruficollis 		6 	1
Nene 	Branta sandvicensis 		12 	2
Canada Goose 	Branta canadensis 		363 	964
Barnacle Goose 	Branta leucopsis 		234 	114
Cackling Goose 	Branta hutchinsii 		46 	17
Bar-headed Goose 	Anser indicus 		35 	18
Emperor Goose 	Anser canagicus 		7 	0
Ross's Goose 	Anser rossii 		33 	2
Snow Goose 	Anser caerulescens 		110 	43
Greylag Goose 	Anser anser 		475 	1378
Swan Goose 	Anser cygnoides 		24 	16
Taiga Bean Goose 	Anser fabalis 		87 	21
Pink-footed Goose 	Anser brachyrhynchus 		227 	67
Tundra Bean Goose 	Anser serrirostris 		56 	26
Greater White-fronted Goose 	Anser albifrons 		257 	116
Lesser White-fronted Goose 	Anser erythropus 		18 	1
Coscoroba Swan 	Coscoroba coscoroba 		29 	9
Black Swan 	Cygnus atratus 		22 	6
Black-necked Swan 	Cygnus melancoryphus 		16 	1
Mute Swan 	Cygnus olor 		272 	112
Trumpeter Swan 	Cygnus buccinator 		58 	11
Tundra Swan 	Cygnus columbianus 		113 	40
Whooper Swan 	Cygnus cygnus 		327 	208
Freckled Duck 	Stictonetta naevosa 		6 	0
Blue Duck 	Hymenolaimus malacorhynchos 		0 	0
Flying Steamer Duck 	Tachyeres patachonicus 		17 	2
Fuegian Steamer Duck 	Tachyeres pteneres 		7 	0
Falkland Steamer Duck 	Tachyeres brachypterus 		11 	0
Chubut Steamer Duck 	Tachyeres leucocephalus 		3 	0
Torrent Duck 	Merganetta armata 		6 	0
Spur-winged Goose 	Plectropterus gambensis 		12 	2
Comb Duck 	Sarkidiornis sylvicola 		3 	0
Knob-billed Duck 	Sarkidiornis melanotos 		1 	0
Blue-winged Goose 	Cyanochen cyanoptera 		8 	0
Egyptian Goose 	Alopochen aegyptiaca 		160 	129
Mauritius Sheldgoose 	Alopochen mauritiana 	Extinct 	0 	0
Reunion Sheldgoose 	Alopochen kervazoi 	Extinct 	0 	0
Orinoco Goose 	Neochen jubata 		28 	3
Andean Goose 	Chloephaga melanoptera 		46 	1
Upland Goose 	Chloephaga picta 		27 	1
Kelp Goose 	Chloephaga hybrida 		7 	3
Ashy-headed Goose 	Chloephaga poliocephala 		6 	1
Ruddy-headed Goose 	Chloephaga rubidiceps 		10 	0
Raja Shelduck 	Radjah radjah 		13 	0
Common Shelduck 	Tadorna tadorna 		197 	188
Ruddy Shelduck 	Tadorna ferruginea 		127 	79
South African Shelduck 	Tadorna cana 		20 	9
Australian Shelduck 	Tadorna tadornoides 		9 	4
Paradise Shelduck 	Tadorna variegata 		16 	8
Crested Shelduck 	Tadorna cristata 	Extinct 	0 	0
Pink-eared Duck 	Malacorhynchus membranaceus 		6 	2
Salvadori's Teal 	Salvadorina waigiuensis 		2 	0
Muscovy Duck 	Cairina moschata 		27 	4
White-winged Duck 	Asarcornis scutulata 		4 	0
Hartlaub's Duck 	Pteronetta hartlaubii 		1 	0
Wood Duck 	Aix sponsa 		66 	33
Mandarin Duck 	Aix galericulata 		73 	1
Maned Duck 	Chenonetta jubata 		12 	7
African Pygmy Goose 	Nettapus auritus 		12 	0
Cotton Pygmy Goose 	Nettapus coromandelianus 		6 	1
Green Pygmy Goose 	Nettapus pulchellus 		3 	0
Brazilian Teal 	Amazonetta brasiliensis 		49 	4
Ringed Teal 	Callonetta leucophrys 		7 	1
Crested Duck 	Lophonetta specularioides 		37 	5
Bronze-winged Duck 	Speculanas specularis 		5 	0
Baikal Teal 	Sibirionetta formosa 		5 	0
Garganey 	Spatula querquedula 		97 	22
Hottentot Teal 	Spatula hottentota 		3 	0
Puna Teal 	Spatula puna 		19 	0
Silver Teal 	Spatula versicolor 		10 	0
Red Shoveler 	Spatula platalea 		5 	0
Cinnamon Teal 	Spatula cyanoptera 		19 	2
Blue-winged Teal 	Spatula discors 		76 	20
Cape Shoveler 	Spatula smithii 		9 	0
Australasian Shoveler 	Spatula rhynchotis 		1 	0
Northern Shoveler 	Spatula clypeata 		108 	141
Gadwall 	Mareca strepera 		194 	198
Falcated Duck 	Mareca falcata 		20 	7
Eurasian Wigeon 	Mareca penelope 		259 	165
Chiloe Wigeon 	Mareca sibilatrix 		33 	9
American Wigeon 	Mareca americana 		65 	30
Amsterdam Wigeon 	Mareca marecula 	Extinct 	0 	0
African Black Duck 	Anas sparsa 		7 	2
Yellow-billed Duck 	Anas undulata 		30 	9
Meller's Duck 	Anas melleri 		4 	0
Pacific Black Duck 	Anas superciliosa 		15 	4
Laysan Duck 	Anas laysanensis 		13 	3
Hawaiian Duck 	Anas wyvilliana 		6 	3
Philippine Duck 	Anas luzonica 		4 	0
Indian Spot-billed Duck 	Anas poecilorhyncha 		20 	3
Eastern Spot-billed Duck 	Anas zonorhyncha 		25 	14
Mallard 	Anas platyrhynchos 		561 	1174
Mottled Duck 	Anas fulvigula 		16 	9
American Black Duck 	Anas rubripes 		16 	2
Mexican Duck 	Anas diazi 		16 	9
Cape Teal 	Anas capensis 		4 	0
White-cheeked Pintail 	Anas bahamensis 		6 	1
Red-billed Teal 	Anas erythrorhyncha 		5 	1
Yellow-billed Pintail 	Anas georgica 		40 	19
Eaton's Pintail 	Anas eatoni 		0 	0
Northern Pintail 	Anas acuta 		80 	76
Eurasian Teal 	Anas crecca 		328 	230
Green-winged Teal 	Anas carolinensis 		51 	25
Yellow-billed Teal 	Anas flavirostris 		42 	2
Andean Teal 	Anas andium 		24 	3
Sunda Teal 	Anas gibberifrons 		8 	0
Andaman Teal 	Anas albogularis 		5 	1
Mascarene Teal 	Anas theodori 	Extinct 	0 	0
Grey Teal 	Anas gracilis 		14 	3
Chestnut Teal 	Anas castanea 		4 	0
Bernier's Teal 	Anas bernieri 		1 	0
Brown Teal 	Anas chlorotis 		2 	0
Auckland Teal 	Anas aucklandica 		0 	0
Campbell Teal 	Anas nesiotis 		4 	0
Marbled Duck 	Marmaronetta angustirostris 		5 	0
Pink-headed Duck 	Rhodonessa caryophyllacea 	Extinct 	0 	0
Red-crested Pochard 	Netta rufina 		41 	25
Rosy-billed Pochard 	Netta peposaca 		12 	0
Southern Pochard 	Netta erythrophthalma 		6 	0
Canvasback 	Aythya valisineria 		10 	1
Redhead 	Aythya americana 		17 	2
Common Pochard 	Aythya ferina 		76 	10
Hardhead 	Aythya australis 		1 	0
Madagascan Pochard 	Aythya innotata 		4 	0
Baer's Pochard 	Aythya baeri 		1 	0
Ferruginous Duck 	Aythya nyroca 		14 	0
New Zealand Scaup 	Aythya novaeseelandiae 		1 	0
Ring-necked Duck 	Aythya collaris 		34 	1
Tufted Duck 	Aythya fuligula 		122 	39
Greater Scaup 	Aythya marila 		22 	0
Lesser Scaup 	Aythya affinis 		8 	1
Steller's Eider 	Polysticta stelleri 		6 	0
Spectacled Eider 	Somateria fischeri 		7 	0
King Eider 	Somateria spectabilis 		16 	1
Common Eider 	Somateria mollissima 		102 	72
Harlequin Duck 	Histrionicus histrionicus 		32 	1
Labrador Duck 	Camptorhynchus labradorius 	Extinct 	0 	0
Surf Scoter 	Melanitta perspicillata 		20 	1
Velvet Scoter 	Melanitta fusca 		19 	4
White-winged Scoter 	Melanitta deglandi 		1 	0
Common Scoter 	Melanitta nigra 		167 	12
Black Scoter 	Melanitta americana 		26 	10
Long-tailed Duck 	Clangula hyemalis 		95 	34
Bufflehead 	Bucephala albeola 		17 	0
Common Goldeneye 	Bucephala clangula 		132 	43
Barrow's Goldeneye 	Bucephala islandica 		35 	1
Smew 	Mergellus albellus 		16 	1
Hooded Merganser 	Lophodytes cucullatus 		26 	6
New Zealand Merganser 	Mergus australis 	Extinct 	0 	0
Brazilian Merganser 	Mergus octosetaceus 		12 	0
Common Merganser 	Mergus merganser 		124 	15
Red-breasted Merganser 	Mergus serrator 		49 	14
Scaly-sided Merganser 	Mergus squamatus 		2 	0
Black-headed Duck 	Heteronetta atricapilla 		10 	0
Masked Duck 	Nomonyx dominicus 		14 	0
Ruddy Duck 	Oxyura jamaicensis 		30 	10
Andean Duck 	Oxyura ferruginea 		17 	0
Lake Duck 	Oxyura vittata 		1 	0
Blue-billed Duck 	Oxyura australis 		0 	0
Maccoa Duck 	Oxyura maccoa 		3 	0
White-headed Duck 	Oxyura leucocephala 		5 	3
Musk Duck 	Biziura lobata 		9 	0
Australian Brushturkey 	Alectura lathami 		21 	8
Wattled Brushturkey 	Aepypodius arfakianus 		1 	0
Waigeo Brushturkey 	Aepypodius bruijnii 		0 	0
Red-billed Brushturkey 	Talegalla cuvieri 		4 	1
Black-billed Brushturkey 	Talegalla fuscirostris 		19 	1
Collared Brushturkey 	Talegalla jobiensis 		18 	3
Malleefowl 	Leipoa ocellata 		1 	0
Maleo 	Macrocephalon maleo 		7 	1
Moluccan Megapode 	Eulipoa wallacei 		6 	0
Tongan Megapode 	Megapodius pritchardii 		14 	0
Micronesian Megapode 	Megapodius laperouse 		7 	0
Nicobar Megapode 	Megapodius nicobariensis 		2 	0
Philippine Megapode 	Megapodius cumingii 		15 	5
Sula Megapode 	Megapodius bernsteinii 		5 	0
Tanimbar Megapode 	Megapodius tenimberensis 		1 	0
Dusky Megapode 	Megapodius freycinet 		40 	15
Biak Scrubfowl 	Megapodius geelvinkianus 		9 	0
Melanesian Megapode 	Megapodius eremita 		12 	2
Vanuatu Megapode 	Megapodius layardi 		3 	0
New Guinea Scrubfowl 	Megapodius decollatus 		6 	0
Orange-footed Scrubfowl 	Megapodius reinwardt 		52 	26
Plain Chachalaca 	Ortalis vetula 		79 	53
Grey-headed Chachalaca 	Ortalis cinereiceps 		33 	6
Chestnut-winged Chachalaca 	Ortalis garrula 		42 	7
Rufous-vented Chachalaca 	Ortalis ruficauda 		46 	14
Rufous-headed Chachalaca 	Ortalis erythroptera 		35 	16
Rufous-bellied Chachalaca 	Ortalis wagleri 		52 	89
West Mexican Chachalaca 	Ortalis poliocephala 		27 	25
Chaco Chachalaca 	Ortalis canicollis 		86 	106
White-bellied Chachalaca 	Ortalis leucogastra 		19 	3
Speckled Chachalaca 	Ortalis guttata 		92 	116
East Brazilian Chachalaca 	Ortalis araucuan 		14 	6
Scaled Chachalaca 	Ortalis squamata 		16 	1
Colombian Chachalaca 	Ortalis columbiana 		101 	40
Little Chachalaca 	Ortalis motmot 		39 	27
Chestnut-headed Chachalaca 	Ortalis ruficeps 		4 	0
Buff-browed Chachalaca 	Ortalis superciliaris 		8 	1
Band-tailed Guan 	Penelope argyrotis 		47 	8
Bearded Guan 	Penelope barbata 		27 	11
Baudo Guan 	Penelope ortoni 		13 	1
Andean Guan 	Penelope montagnii 		123 	26
Marail Guan 	Penelope marail 		18 	2
Rusty-margined Guan 	Penelope superciliaris 		34 	3
Red-faced Guan 	Penelope dabbenei 		23 	0
Crested Guan 	Penelope purpurascens 		87 	33
Cauca Guan 	Penelope perspicax 		54 	10
White-winged Guan 	Penelope albipennis 		20 	9
Spix's Guan 	Penelope jacquacu 		55 	186
Dusky-legged Guan 	Penelope obscura 		103 	17
White-crested Guan 	Penelope pileata 		10 	1
Chestnut-bellied Guan 	Penelope ochrogaster 		10 	0
White-browed Guan 	Penelope jacucaca 		3 	2
Trinidad Piping Guan 	Pipile pipile 		1 	0
Blue-throated Piping Guan 	Pipile cumanensis 		40 	48
Red-throated Piping Guan 	Pipile cujubi 		15 	4
Black-fronted Piping Guan 	Pipile jacutinga 		10 	0
Wattled Guan 	Aburria aburri 		58 	29
Black Guan 	Chamaepetes unicolor 		6 	0
Sickle-winged Guan 	Chamaepetes goudotii 		41 	2
Highland Guan 	Penelopina nigra 		38 	65
Horned Guan 	Oreophasis derbianus 		16 	7
Nocturnal Curassow 	Nothocrax urumutum 		23 	2
Crestless Curassow 	Mitu tomentosum 		19 	2
Salvin's Curassow 	Mitu salvini 		16 	0
Razor-billed Curassow 	Mitu tuberosum 		28 	70
Alagoas Curassow 	Mitu mitu 		0 	0
Helmeted Curassow 	Pauxi pauxi 		8 	0
Horned Curassow 	Pauxi unicornis 		0 	0
Sira Curassow 	Pauxi koepckeae 		7 	0
Great Curassow 	Crax rubra 		26 	2
Blue-billed Curassow 	Crax alberti 		27 	0
Yellow-knobbed Curassow 	Crax daubentoni 		6 	0
Black Curassow 	Crax alector 		21 	2
Wattled Curassow 	Crax globulosa 		12 	3
Bare-faced Curassow 	Crax fasciolata 		58 	8
Red-billed Curassow 	Crax blumenbachii 		11 	1
White-breasted Guineafowl 	Agelastes meleagrides 		1 	0
Black Guineafowl 	Agelastes niger 		0 	0
Helmeted Guineafowl 	Numida meleagris 		87 	108
Plumed Guineafowl 	Guttera plumifera 		4 	0
Crested Guineafowl 	Guttera pucherani 		10 	2
Vulturine Guineafowl 	Acryllium vulturinum 		3 	0
Stone Partridge 	Ptilopachus petrosus 		35 	10
Nahan's Partridge 	Ptilopachus nahani 		2 	0
Bearded Wood Partridge 	Dendrortyx barbatus 		7 	0
Long-tailed Wood Partridge 	Dendrortyx macroura 		31 	5
Buffy-crowned Wood Partridge 	Dendrortyx leucophrys 		15 	5
Mountain Quail 	Oreortyx pictus 		76 	202
Scaled Quail 	Callipepla squamata 		53 	23
Elegant Quail 	Callipepla douglasii 		47 	99
California Quail 	Callipepla californica 		140 	205
Gambel's Quail 	Callipepla gambelii 		98 	686
Banded Quail 	Philortyx fasciatus 		14 	0
Northern Bobwhite 	Colinus virginianus 		89 	88
Yucatan Bobwhite 	Colinus nigrogularis 		7 	1
Spot-bellied Bobwhite 	Colinus leucopogon 		26 	31
Crested Bobwhite 	Colinus cristatus 		51 	29
Marbled Wood Quail 	Odontophorus gujanensis 		81 	11
Spot-winged Wood Quail 	Odontophorus capueira 		64 	9
Black-eared Wood Quail 	Odontophorus melanotis 		26 	0
Rufous-fronted Wood Quail 	Odontophorus erythrops 		32 	6
Black-fronted Wood Quail 	Odontophorus atrifrons 		17 	2
Chestnut Wood Quail 	Odontophorus hyperythrus 		95 	3
Dark-backed Wood Quail 	Odontophorus melanonotus 		28 	7
Rufous-breasted Wood Quail 	Odontophorus speciosus 		30 	4
Tacarcuna Wood Quail 	Odontophorus dialeucos 		1 	0
Gorgeted Wood Quail 	Odontophorus strophium 		35 	1
Venezuelan Wood Quail 	Odontophorus columbianus 		6 	0
Black-breasted Wood Quail 	Odontophorus leucolaemus 		20 	0
Stripe-faced Wood Quail 	Odontophorus balliviani 		14 	5
Starred Wood Quail 	Odontophorus stellatus 		32 	39
Spotted Wood Quail 	Odontophorus guttatus 		41 	4
Singing Quail 	Dactylortyx thoracicus 		35 	12
Montezuma Quail 	Cyrtonyx montezumae 		72 	22
Ocellated Quail 	Cyrtonyx ocellatus 		17 	1
Tawny-faced Quail 	Rhynchortyx cinctus 		40 	12
Wild Turkey 	Meleagris gallopavo 		78 	86
Ocellated Turkey 	Meleagris ocellata 		11 	0
Ruffed Grouse 	Bonasa umbellus 		34 	16
Hazel Grouse 	Tetrastes bonasia 		174 	16
Chinese Grouse 	Tetrastes sewerzowi 		1 	0
Siberian Grouse 	Falcipennis falcipennis 		1 	0
Spruce Grouse 	Falcipennis canadensis 		22 	0
Western Capercaillie 	Tetrao urogallus 		80 	7
Black-billed Capercaillie 	Tetrao urogalloides 		15 	0
Black Grouse 	Lyrurus tetrix 		141 	140
Caucasian Grouse 	Lyrurus mlokosiewiczi 		1 	0
Sage Grouse 	Centrocercus urophasianus 		29 	1
Gunnison Grouse 	Centrocercus minimus 		7 	0
Dusky Grouse 	Dendragapus obscurus 		20 	0
Sooty Grouse 	Dendragapus fuliginosus 		37 	8
Sharp-tailed Grouse 	Tympanuchus phasianellus 		45 	20
Lesser Prairie Chicken 	Tympanuchus pallidicinctus 		19 	0
Greater Prairie Chicken 	Tympanuchus cupido 		37 	3
White-tailed Ptarmigan 	Lagopus leucura 		44 	1
Rock Ptarmigan 	Lagopus muta 		56 	9
Willow Ptarmigan 	Lagopus lagopus 		99 	54
Snow Partridge 	Lerwa lerwa 		11 	0
Verreaux's Monal-Partridge 	Tetraophasis obscurus 		15 	0
Szechenyi's Monal-Partridge 	Tetraophasis szechenyii 		10 	0
Caucasian Snowcock 	Tetraogallus caucasicus 		9 	2
Caspian Snowcock 	Tetraogallus caspius 		12 	1
Himalayan Snowcock 	Tetraogallus himalayensis 		9 	1
Tibetan Snowcock 	Tetraogallus tibetanus 		16 	1
Altai Snowcock 	Tetraogallus altaicus 		18 	9
Rock Partridge 	Alectoris graeca 		37 	0
Chukar Partridge 	Alectoris chukar 		51 	26
Przevalski's Partridge 	Alectoris magna 		11 	0
Philby's Partridge 	Alectoris philbyi 		2 	0
Barbary Partridge 	Alectoris barbara 		17 	0
Red-legged Partridge 	Alectoris rufa 		212 	1114
Arabian Partridge 	Alectoris melanocephala 		7 	4
See-see Partridge 	Ammoperdix griseogularis 		3 	1
Sand Partridge 	Ammoperdix heyi 		7 	2
Black Francolin 	Francolinus francolinus 		56 	15
Painted Francolin 	Francolinus pictus 		15 	3
Chinese Francolin 	Francolinus pintadeanus 		33 	13
Grey Francolin 	Francolinus pondicerianus 		55 	29
Swamp Francolin 	Francolinus gularis 		7 	1
Latham's Francolin 	Peliperdix lathami 		8 	0
Coqui Francolin 	Peliperdix coqui 		22 	2
White-throated Francolin 	Peliperdix albogularis 		11 	0
Schlegel's Francolin 	Peliperdix schlegelii 		0 	0
Ring-necked Francolin 	Scleroptila streptophora 		0 	0
Grey-winged Francolin 	Scleroptila afra 		13 	3
Red-winged Francolin 	Scleroptila levaillantii 		23 	2
Finsch's Francolin 	Scleroptila finschi 		0 	0
Shelley's Francolin 	Scleroptila shelleyi 		18 	1
Moorland Francolin 	Scleroptila psilolaema 		6 	0
Orange River Francolin 	Scleroptila gutturalis 		18 	9
Crested Francolin 	Dendroperdix sephaena 		67 	24
Scaly Francolin 	Pternistis squamatus 		20 	2
Ahanta Francolin 	Pternistis ahantensis 		13 	3
Grey-striped Francolin 	Pternistis griseostriatus 		0 	0
Hildebrandt's Francolin 	Pternistis hildebrandti 		11 	3
Double-spurred Francolin 	Pternistis bicalcaratus 		38 	44
Heuglin's Francolin 	Pternistis icterorhynchus 		2 	3
Clapperton's Francolin 	Pternistis clappertoni 		6 	0
Harwood's Francolin 	Pternistis harwoodi 		6 	0
Swierstra's Francolin 	Pternistis swierstrai 		0 	0
Mount Cameroon Francolin 	Pternistis camerunensis 		2 	0
Handsome Francolin 	Pternistis nobilis 		2 	0
Jackson's Francolin 	Pternistis jacksoni 		1 	0
Chestnut-naped Francolin 	Pternistis castaneicollis 		9 	0
Black-fronted Francolin 	Pternistis atrifrons 		3 	0
Djibouti Francolin 	Pternistis ochropectus 		2 	0
Erckel's Francolin 	Pternistis erckelii 		11 	3
Hartlaub's Spurfowl 	Pternistis hartlaubi 		10 	0
Red-billed Spurfowl 	Pternistis adspersus 		15 	4
Cape Spurfowl 	Pternistis capensis 		14 	3
Natal Spurfowl 	Pternistis natalensis 		37 	23
Yellow-necked Spurfowl 	Pternistis leucoscepus 		15 	5
Grey-breasted Spurfowl 	Pternistis rufopictus 		1 	0
Red-necked Spurfowl 	Pternistis afer 		36 	16
Swainson's Spurfowl 	Pternistis swainsonii 		25 	41
Grey Partridge 	Perdix perdix 		237 	49
Daurian Partridge 	Perdix dauurica 		4 	0
Tibetan Partridge 	Perdix hodgsoniae 		11 	0
Long-billed Partridge 	Rhizothera longirostris 		13 	0
Hose's Partridge 	Rhizothera dulitensis 		0 	0
Madagascan Partridge 	Margaroperdix madagarensis 		0 	0
Black Partridge 	Melanoperdix niger 		3 	0
Common Quail 	Coturnix coturnix 		481 	196
Japanese Quail 	Coturnix japonica 		45 	12
Rain Quail 	Coturnix coromandelica 		18 	0
Harlequin Quail 	Coturnix delegorguei 		14 	4
Stubble Quail 	Coturnix pectoralis 		7 	1
New Zealand Quail 	Coturnix novaezelandiae 	Extinct 	0 	0
Brown Quail 	Coturnix ypsilophora 		11 	1
King Quail 	Excalfactoria chinensis 		7 	0
Blue Quail 	Excalfactoria adansonii 		0 	0
Snow Mountain Quail 	Anurophasis monorthonyx 		3 	0
Jungle Bush Quail 	Perdicula asiatica 		10 	1
Rock Bush Quail 	Perdicula argoondah 		1 	0
Painted Bush Quail 	Perdicula erythrorhyncha 		12 	0
Manipur Bush Quail 	Perdicula manipurensis 		0 	0
Himalayan Quail 	Ophrysia superciliosa 	Extinct 	0 	0
Udzungwa Forest Partridge 	Xenoperdix udzungwensis 		5 	1
Rubeho Forest Partridge 	Xenoperdix obscuratus 		34 	0
Hill Partridge 	Arborophila torqueola 		47 	19
Rufous-throated Partridge 	Arborophila rufogularis 		41 	14
White-cheeked Partridge 	Arborophila atrogularis 		14 	1
Taiwan Partridge 	Arborophila crudigularis 		13 	3
Chestnut-breasted Partridge 	Arborophila mandellii 		12 	2
Bar-backed Partridge 	Arborophila brunneopectus 		12 	0
Sichuan Partridge 	Arborophila rufipectus 		4 	0
White-necklaced Partridge 	Arborophila gingica 		7 	0
Orange-necked Partridge 	Arborophila davidi 		11 	1
Chestnut-headed Partridge 	Arborophila cambodiana 		0 	0
Siamese Partridge 	Arborophila diversa 		3 	0
Malaysian Partridge 	Arborophila campbelli 		21 	2
Roll's Partridge 	Arborophila rolli 		9 	0
Sumatran Partridge 	Arborophila sumatrana 		1 	0
Grey-breasted Partridge 	Arborophila orientalis 		31 	0
Chestnut-bellied Partridge 	Arborophila javanica 		22 	0
Red-billed Partridge 	Arborophila rubrirostris 		7 	0
Red-breasted Partridge 	Arborophila hyperythra 		27 	0
Hainan Partridge 	Arborophila ardens 		19 	1
Chestnut-necklaced Partridge 	Arborophila charltonii 		29 	5
Green-legged Partridge 	Arborophila chloropus 		39 	3
Ferruginous Partridge 	Caloperdix oculeus 		18 	0
Crimson-headed Partridge 	Haematortyx sanguiniceps 		31 	0
Crested Partridge 	Rollulus rouloul 		17 	1
Mountain Bamboo Partridge 	Bambusicola fytchii 		14 	4
Chinese Bamboo Partridge 	Bambusicola thoracicus 		31 	9
Taiwan Bamboo Partridge 	Bambusicola sonorivox 		19 	4
Red Spurfowl 	Galloperdix spadicea 		25 	0
Painted Spurfowl 	Galloperdix lunulata 		3 	0
Sri Lanka Spurfowl 	Galloperdix bicalcarata 		23 	0
Blood Pheasant 	Ithaginis cruentus 		27 	4
Western Tragopan 	Tragopan melanocephalus 		3 	0
Satyr Tragopan 	Tragopan satyra 		5 	1
Blyth's Tragopan 	Tragopan blythii 		11 	1
Temminck's Tragopan 	Tragopan temminckii 		8 	1
Cabot's Tragopan 	Tragopan caboti 		5 	0
Koklass Pheasant 	Pucrasia macrolopha 		30 	2
Himalayan Monal 	Lophophorus impejanus 		35 	2
Sclater's Monal 	Lophophorus sclateri 		2 	0
Chinese Monal 	Lophophorus lhuysii 		8 	0
Red Junglefowl 	Gallus gallus 		102 	614
Grey Junglefowl 	Gallus sonneratii 		42 	14
Sri Lanka Junglefowl 	Gallus lafayettii 		23 	3
Green Junglefowl 	Gallus varius 		23 	3
Kalij Pheasant 	Lophura leucomelanos 		17 	1
Silver Pheasant 	Lophura nycthemera 		10 	0
Edwards's Pheasant 	Lophura edwardsi 		0 	0
Swinhoe's Pheasant 	Lophura swinhoii 		9 	0
Hoogerwerf's Pheasant 	Lophura hoogerwerfi 		0 	0
Salvadori's Pheasant 	Lophura inornata 		2 	0
Crestless Fireback 	Lophura erythrophthalma 		1 	0
Crested Fireback 	Lophura ignita 		15 	0
Siamese Fireback 	Lophura diardi 		17 	0
Bulwer's Pheasant 	Lophura bulweri 		3 	1
White Eared Pheasant 	Crossoptilon crossoptilon 		12 	1
Tibetan Eared Pheasant 	Crossoptilon harmani 		14 	0
