Common name 	Scientific name 	Status 	No. 	No. Back
Slender-billed Curlew 	Numenius tenuirostris 		2 	0
Eurasian Curlew 	Numenius arquata 		606 	613
Bar-tailed Godwit 	Limosa lapponica 		80 	11
Black-tailed Godwit 	Limosa limosa 		263 	126
Hudsonian Godwit 	Limosa haemastica 		13 	1
Ruddy Turnstone 	Arenaria interpres 		178 	55
Great Knot 	Calidris tenuirostris 		6 	3
Red Knot 	Calidris canutus 		63 	14
Ruff 	Calidris pugnax 		32 	9
Broad-billed Sandpiper 	Calidris falcinellus 		46 	2
Sharp-tailed Sandpiper 	Calidris acuminata 		10 	1
Stilt Sandpiper 	Calidris himantopus 		43 	9
Curlew Sandpiper 	Calidris ferruginea 		53 	20
Temminck's Stint 	Calidris temminckii 		102 	17
Long-toed Stint 	Calidris subminuta 		17 	0
Red-necked Stint 	Calidris ruficollis 		20 	2
Sanderling 	Calidris alba 		113 	38
Dunlin 	Calidris alpina 		343 	218
Purple Sandpiper 	Calidris maritima 		47 	11
Baird's Sandpiper 	Calidris bairdii 		73 	7
Little Stint 	Calidris minuta 		67 	18
Least Sandpiper 	Calidris minutilla 		111 	41
White-rumped Sandpiper 	Calidris fuscicollis 		52 	10
Buff-breasted Sandpiper 	Calidris subruficollis 		7 	0
Pectoral Sandpiper 	Calidris melanotos 		98 	29
Semipalmated Sandpiper 	Calidris pusilla 		103 	36
Asian Dowitcher 	Limnodromus semipalmatus 		6 	2
Long-billed Dowitcher 	Limnodromus scolopaceus 		90 	40
Eurasian Woodcock 	Scolopax rusticola 		302 	62
Jack Snipe 	Lymnocryptes minimus 		54 	1
Pin-tailed Snipe 	Gallinago stenura 		43 	2
African Snipe 	Gallinago nigripennis 		11 	1
Madagascan Snipe 	Gallinago macrodactyla 		7 	0
Great Snipe 	Gallinago media 		91 	10
Common Snipe 	Gallinago gallinago 		542 	566
Terek Sandpiper 	Xenus cinereus 		76 	14
Wilson's Phalarope 	Phalaropus tricolor 		25 	22
Red-necked Phalarope 	Phalaropus lobatus 		109 	22
Red Phalarope 	Phalaropus fulicarius 		51 	19
Common Sandpiper 	Actitis hypoleucos 		631 	150
Spotted Sandpiper 	Actitis macularius 		112 	26
Green Sandpiper 	Tringa ochropus 		393 	161
Solitary Sandpiper 	Tringa solitaria 		119 	16
Lesser Yellowlegs 	Tringa flavipes 		192 	49
Common Redshank 	Tringa totanus 		640 	851
Marsh Sandpiper 	Tringa stagnatilis 		81 	11
Wood Sandpiper 	Tringa glareola 		389 	190
Spotted Redshank 	Tringa erythropus 		144 	33
Common Greenshank 	Tringa nebularia 		378 	151
Greater Yellowlegs 	Tringa melanoleuca 		161 	57
Cream-colored Courser 	Cursorius cursor 		8 	0
Somali Courser 	Cursorius somalensis 		2 	0
Burchell's Courser 	Cursorius rufus 		3 	0
Temminck's Courser 	Cursorius temminckii 		6 	0
Double-banded Courser 	Rhinoptilus africanus 		17 	0
Three-banded Courser 	Rhinoptilus cinctus 		4 	0
Bronze-winged Courser 	Rhinoptilus chalcopterus 		3 	0
Collared Pratincole 	Glareola pratincola 		83 	43
Black-winged Pratincole 	Glareola nordmanni 		19 	0
Madagascan Pratincole 	Glareola ocularis 		7 	0
Rock Pratincole 	Glareola nuchalis 		8 	0
Grey Pratincole 	Glareola cinerea 		1 	0
Small Pratincole 	Glareola lactea 		17 	4
Brown Noddy 	Anous stolidus 		23 	9
Lesser Noddy 	Anous tenuirostris 		8 	3
Black Noddy 	Anous minutus 		23 	37
White Tern 	Gygis alba 		41 	80
Black Skimmer 	Rynchops niger 		87 	42
African Skimmer 	Rynchops flavirostris 		10 	3
Indian Skimmer 	Rynchops albicollis 		3 	0
Black-legged Kittiwake 	Rissa tridactyla 		146 	103
Sabine's Gull 	Xema sabini 		13 	0
Slender-billed Gull 	Chroicocephalus genei 		141 	82
Bonaparte's Gull 	Chroicocephalus philadelphia 		60 	4
Brown-headed Gull 	Chroicocephalus brunnicephalus 		3 	1
Black-headed Gull 	Chroicocephalus ridibundus 		691 	1424
Grey-headed Gull 	Chroicocephalus cirrocephalus 		31 	31
Hartlaub's Gull 	Chroicocephalus hartlaubii 		10 	6
Little Gull 	Hydrocoloeus minutus 		38 	29
Laughing Gull 	Leucophaeus atricilla 		83 	92
Franklin's Gull 	Leucophaeus pipixcan 		57 	49
Audouin's Gull 	Ichthyaetus audouinii 		31 	2
Mediterranean Gull 	Ichthyaetus melanocephalus 		116 	20
Pallas's Gull 	Ichthyaetus ichthyaetus 		14 	5
White-eyed Gull 	Ichthyaetus leucophthalmus 		6 	0
Sooty Gull 	Ichthyaetus hemprichii 		10 	1
Mew Gull 	Larus canus 		311 	418
Ring-billed Gull 	Larus delawarensis 		91 	98
Great Black-backed Gull 	Larus marinus 		116 	52
Kelp Gull 	Larus dominicanus 		66 	32
Glaucous Gull 	Larus hyperboreus 		52 	33
European Herring Gull 	Larus argentatus 		253 	1080
Caspian Gull 	Larus cachinnans 		82 	34
Yellow-legged Gull 	Larus michahellis 		262 	267
Armenian Gull 	Larus armenicus 		5 	2
Lesser Black-backed Gull 	Larus fuscus 		143 	262
Gull-billed Tern 	Gelochelidon nilotica 		146 	54
Caspian Tern 	Hydroprogne caspia 		162 	56
Royal Tern 	Thalasseus maximus 		93 	48
Greater Crested Tern 	Thalasseus bergii 		28 	6
Lesser Crested Tern 	Thalasseus bengalensis 		12 	2
Sandwich Tern 	Thalasseus sandvicensis 		160 	82
Elegant Tern 	Thalasseus elegans 		95 	29
Little Tern 	Sternula albifrons 		225 	59
Saunders's Tern 	Sternula saundersi 		17 	5
Damara Tern 	Sternula balaenarum 		7 	0
Bridled Tern 	Onychoprion anaethetus 		16 	0
Sooty Tern 	Onychoprion fuscatus 		17 	13
Roseate Tern 	Sterna dougallii 		79 	21
Black-naped Tern 	Sterna sumatrana 		13 	0
Common Tern 	Sterna hirundo 		355 	221
White-cheeked Tern 	Sterna repressa 		7 	2
Arctic Tern 	Sterna paradisaea 		159 	88
Antarctic Tern 	Sterna vittata 		15 	2
Whiskered Tern 	Chlidonias hybrida 		144 	119
White-winged Tern 	Chlidonias leucopterus 		79 	45
Black Tern 	Chlidonias niger 		159 	100
Chilean Skua 	Stercorarius chilensis 		5 	0
South Polar Skua 	Stercorarius maccormicki 		11 	0
Brown Skua 	Stercorarius antarcticus 		15 	1
Great Skua 	Stercorarius skua 		48 	1
Pomarine Jaeger 	Stercorarius pomarinus 		7 	2
Parasitic Jaeger 	Stercorarius parasiticus 		68 	4
Long-tailed Jaeger 	Stercorarius longicaudus 		50 	5
Little Auk 	Alle alle 		9 	1
Common Murre 	Uria aalge 		98 	114
Razorbill 	Alca torda 		64 	35
Black Guillemot 	Cepphus grylle 		29 	7
Atlantic Puffin 	Fratercula arctica 		42 	0
Pin-tailed Sandgrouse 	Pterocles alchata 		33 	38
Namaqua Sandgrouse 	Pterocles namaqua 		28 	2
Chestnut-bellied Sandgrouse 	Pterocles exustus 		33 	1
Spotted Sandgrouse 	Pterocles senegallus 		27 	5
Black-bellied Sandgrouse 	Pterocles orientalis 		27 	8
Yellow-throated Sandgrouse 	Pterocles gutturalis 		7 	1
Crowned Sandgrouse 	Pterocles coronatus 		17 	9
Black-faced Sandgrouse 	Pterocles decoratus 		13 	0
Madagascan Sandgrouse 	Pterocles personatus 		5 	0
Lichtenstein's Sandgrouse 	Pterocles lichtensteinii 		9 	3
Four-banded Sandgrouse 	Pterocles quadricinctus 		8 	1
Double-banded Sandgrouse 	Pterocles bicinctus 		5 	1
Burchell's Sandgrouse 	Pterocles burchelli 		2 	0
Rock Dove 	Columba livia 		143 	117
Speckled Pigeon 	Columba guinea 		44 	13
White-collared Pigeon 	Columba albitorques 		4 	0
Stock Dove 	Columba oenas 		162 	224
Somali Pigeon 	Columba oliviae 		0 	0
Common Wood Pigeon 	Columba palumbus 		419 	5845
Afep Pigeon 	Columba unicincta 		11 	7
African Olive Pigeon 	Columba arquatrix 		22 	5
Cameroon Olive Pigeon 	Columba sjostedti 		0 	0
Sao Tome Olive Pigeon 	Columba thomensis 		2 	0
White-naped Pigeon 	Columba albinucha 		0 	0
Eastern Bronze-naped Pigeon 	Columba delegorguei 		47 	19
Western Bronze-naped Pigeon 	Columba iriditorques 		13 	5
Island Bronze-naped Pigeon 	Columba malherbii 		9 	1
Lemon Dove 	Columba larvata 		30 	8
Malagasy Turtle Dove 	Nesoenas picturatus 		17 	9
European Turtle Dove 	Streptopelia turtur 		236 	174
Dusky Turtle Dove 	Streptopelia lugens 		10 	3
Adamawa Turtle Dove 	Streptopelia hypopyrrha 		8 	3
Oriental Turtle Dove 	Streptopelia orientalis 		78 	132
Eurasian Collared Dove 	Streptopelia decaocto 		571 	3283
African Collared Dove 	Streptopelia roseogrisea 		21 	16
White-winged Collared Dove 	Streptopelia reichenowi 		9 	0
Mourning Collared Dove 	Streptopelia decipiens 		73 	135
Red-eyed Dove 	Streptopelia semitorquata 		99 	221
Ring-necked Dove 	Streptopelia capicola 		142 	531
Vinaceous Dove 	Streptopelia vinacea 		77 	195
Red Turtle Dove 	Streptopelia tranquebarica 		15 	7
Laughing Dove 	Spilopelia senegalensis 		125 	265
Emerald-spotted Wood Dove 	Turtur chalcospilos 		83 	151
Black-billed Wood Dove 	Turtur abyssinicus 		26 	25
Blue-spotted Wood Dove 	Turtur afer 		33 	55
Tambourine Dove 	Turtur tympanistria 		97 	85
Blue-headed Wood Dove 	Turtur brehmeri 		20 	20
Namaqua Dove 	Oena capensis 		28 	5
Zebra Dove 	Geopelia striata 		102 	169
Bruce's Green Pigeon 	Treron waalia 		14 	0
Madagascan Green Pigeon 	Treron australis 		0 	0
African Green Pigeon 	Treron calvus 		24 	26
Pemba Green Pigeon 	Treron pembaensis 		3 	0
Sao Tome Green Pigeon 	Treron sanctithomae 		3 	2
Madagascan Blue Pigeon 	Alectroenas madagascariensis 		1 	0
Great Blue Turaco 	Corythaeola cristata 		51 	14
Guinea Turaco 	Tauraco persa 		29 	7
Livingstone's Turaco 	Tauraco livingstonii 		203 	44
Schalow's Turaco 	Tauraco schalowi 		35 	4
Knysna Turaco 	Tauraco corythaix 		23 	19
Black-billed Turaco 	Tauraco schuettii 		11 	9
Fischer's Turaco 	Tauraco fischeri 		6 	0
Yellow-billed Turaco 	Tauraco macrorhynchus 		32 	37
White-crested Turaco 	Tauraco leucolophus 		2 	13
Bannerman's Turaco 	Tauraco bannermani 		8 	8
Red-crested Turaco 	Tauraco erythrolophus 		0 	1
Hartlaub's Turaco 	Tauraco hartlaubi 		34 	8
White-cheeked Turaco 	Tauraco leucotis 		13 	4
Ruspoli's Turaco 	Tauraco ruspolii 		6 	0
Purple-crested Turaco 	Tauraco porphyreolophus 		49 	33
Rwenzori Turaco 	Ruwenzorornis johnstoni 		5 	0
Violet Turaco 	Musophaga violacea 		15 	2
Ross's Turaco 	Musophaga rossae 		30 	1
Grey Go-away-bird 	Corythaixoides concolor 		41 	16
Bare-faced Go-away-bird 	Corythaixoides personatus 		9 	2
White-bellied Go-away-bird 	Corythaixoides leucogaster 		53 	32
Western Plantain-eater 	Crinifer piscator 		25 	37
Eastern Plantain-eater 	Crinifer zonurus 		9 	6
Gabon Coucal 	Centropus anselli 		2 	3
Black-throated Coucal 	Centropus leucogaster 		24 	7
Senegal Coucal 	Centropus senegalensis 		40 	22
Blue-headed Coucal 	Centropus monachus 		20 	5
Coppery-tailed Coucal 	Centropus cupreicaudus 		6 	0
White-browed Coucal 	Centropus superciliosus 		57 	25
Burchell's Coucal 	Centropus burchellii 		38 	14
Malagasy Coucal 	Centropus toulou 		38 	25
Black Coucal 	Centropus grillii 		7 	1
Crested Coua 	Coua cristata 		22 	1
Verreaux's Coua 	Coua verreauxi 		2 	0
Blue Coua 	Coua caerulea 		20 	2
Red-capped Coua 	Coua ruficeps 		21 	1
Red-fronted Coua 	Coua reynaudii 		16 	0
Coquerel's Coua 	Coua coquereli 		26 	6
Running Coua 	Coua cursor 		17 	4
Giant Coua 	Coua gigas 		16 	2
Red-breasted Coua 	Coua serriana 		21 	0
Blue Malkoha 	Ceuthmochares aereus 		27 	11
Great Spotted Cuckoo 	Clamator glandarius 		148 	11
Levaillant's Cuckoo 	Clamator levaillantii 		22 	2
Jacobin Cuckoo 	Clamator jacobinus 		47 	2
Yellow-billed Cuckoo 	Coccyzus americanus 		209 	152
Thick-billed Cuckoo 	Pachycoccyx audeberti 		7 	0
Asian Koel 	Eudynamys scolopaceus 		236 	213
Diederik Cuckoo 	Chrysococcyx caprius 		83 	60
Klaas's Cuckoo 	Chrysococcyx klaas 		66 	50
Yellow-throated Cuckoo 	Chrysococcyx flavigularis 		4 	0
African Emerald Cuckoo 	Chrysococcyx cupreus 		97 	75
Plaintive Cuckoo 	Cacomantis merulinus 		132 	45
Dusky Long-tailed Cuckoo 	Cercococcyx mechowi 		36 	6
Olive Long-tailed Cuckoo 	Cercococcyx olivinus 		30 	5
Barred Long-tailed Cuckoo 	Cercococcyx montanus 		99 	65
Common Hawk-Cuckoo 	Hierococcyx varius 		88 	23
Black Cuckoo 	Cuculus clamosus 		93 	39
Red-chested Cuckoo 	Cuculus solitarius 		121 	120
Lesser Cuckoo 	Cuculus poliocephalus 		78 	29
Madagascan Cuckoo 	Cuculus rochii 		29 	49
African Cuckoo 	Cuculus gularis 		17 	3
Common Cuckoo 	Cuculus canorus 		1038 	1937
Red Owl 	Tyto soumagnei 		1 	0
Western Barn Owl 	Tyto alba 		378 	57
African Grass Owl 	Tyto capensis 		1 	0
Congo Bay Owl 	Phodilus prigoginei 		0 	0
Sandy Scops Owl 	Otus icterorhynchus 		3 	0
Sokoke Scops Owl 	Otus ireneae 		2 	0
Indian Scops Owl 	Otus bakkamoena 		39 	1
Pallid Scops Owl 	Otus brucei 		12 	2
African Scops Owl 	Otus senegalensis 		70 	9
Eurasian Scops Owl 	Otus scops 		357 	49
Socotra Scops Owl 	Otus socotranus 		3 	0
Pemba Scops Owl 	Otus pembaensis 		11 	0
Torotoroka Scops Owl 	Otus madagascariensis 		12 	1
Rainforest Scops Owl 	Otus rutilus 		21 	0
Sao Tome Scops Owl 	Otus hartlaubi 		4 	15
Northern White-faced Owl 	Ptilopsis leucotis 		16 	0
Southern White-faced Owl 	Ptilopsis granti 		7 	0
Eurasian Eagle-Owl 	Bubo bubo 		339 	49
Pharaoh Eagle-Owl 	Bubo ascalaphus 		11 	0
Cape Eagle-Owl 	Bubo capensis 		1 	0
Spotted Eagle-Owl 	Bubo africanus 		47 	6
Greyish Eagle-Owl 	Bubo cinerascens 		10 	0
Fraser's Eagle-Owl 	Bubo poensis 		2 	0
Usambara Eagle-Owl 	Bubo vosseleri 		8 	0
Shelley's Eagle-Owl 	Bubo shelleyi 		1 	0
Verreaux's Eagle-Owl 	Bubo lacteus 		19 	6
Akun Eagle-Owl 	Bubo leucostictus 		4 	0
Pel's Fishing Owl 	Scotopelia peli 		9 	1
Rufous Fishing Owl 	Scotopelia ussheri 		5 	0
Vermiculated Fishing Owl 	Scotopelia bouvieri 		6 	1
Tawny Owl 	Strix aluco 		1376 	471
Omani Owl 	Strix butleri 		0 	0
African Wood Owl 	Strix woodfordii 		109 	4
Maned Owl 	Jubula lettii 		0 	0
Pearl-spotted Owlet 	Glaucidium perlatum 		53 	10
Red-chested Owlet 	Glaucidium tephronotum 		14 	0
Sjöstedt's Barred Owlet 	Glaucidium sjostedti 		7 	1
African Barred Owlet 	Glaucidium capense 		38 	3
Albertine Owlet 	Glaucidium albertinum 		1 	0
Little Owl 	Athene noctua 		759 	161
White-browed Owl 	Athene superciliaris 		13 	0
Long-eared Owl 	Asio otus 		629 	34
Abyssinian Owl 	Asio abyssinicus 		0 	0
Madagascan Owl 	Asio madagascariensis 		4 	0
Short-eared Owl 	Asio flammeus 		104 	2
Marsh Owl 	Asio capensis 		11 	0
Brown Nightjar 	Veles binotatus 		14 	0
Red-necked Nightjar 	Caprimulgus ruficollis 		74 	25
European Nightjar 	Caprimulgus europaeus 		644 	52
Sombre Nightjar 	Caprimulgus fraenatus 		1 	0
Rufous-cheeked Nightjar 	Caprimulgus rufigena 		22 	4
Egyptian Nightjar 	Caprimulgus aegyptius 		8 	0
Sykes's Nightjar 	Caprimulgus mahrattensis 		2 	0
Nubian Nightjar 	Caprimulgus nubicus 		8 	0
Golden Nightjar 	Caprimulgus eximius 		9 	0
Donaldson Smith's Nightjar 	Caprimulgus donaldsoni 		6 	0
Black-shouldered Nightjar 	Caprimulgus nigriscapularis 		19 	2
Fiery-necked Nightjar 	Caprimulgus pectoralis 		69 	12
Montane Nightjar 	Caprimulgus poliocephalus 		34 	0
Madagascan Nightjar 	Caprimulgus madagascariensis 		27 	4
Swamp Nightjar 	Caprimulgus natalensis 		17 	5
Nechisar Nightjar 	Caprimulgus solala 		0 	0
Plain Nightjar 	Caprimulgus inornatus 		2 	0
Star-spotted Nightjar 	Caprimulgus stellatus 		0 	0
Freckled Nightjar 	Caprimulgus tristigma 		33 	2
Prigogine's Nightjar 	Caprimulgus prigoginei 		0 	0
Bates's Nightjar 	Caprimulgus batesi 		2 	0
Long-tailed Nightjar 	Caprimulgus climacurus 		18 	1
Slender-tailed Nightjar 	Caprimulgus clarus 		31 	1
Square-tailed Nightjar 	Caprimulgus fossii 		25 	2
Standard-winged Nightjar 	Caprimulgus longipennis 		6 	0
Pennant-winged Nightjar 	Caprimulgus vexillarius 		5 	0
Mascarene Swiftlet 	Aerodramus francicus 		14 	0
Himalayan Swiftlet 	Aerodramus brevirostris 		2 	0
Scarce Swift 	Schoutedenapus myoptilus 		10 	2
Schouteden's Swift 	Schoutedenapus schoutedeni 		0 	0
Madagascan Spinetail 	Zoonavena grandidieri 		0 	0
Sao Tome Spinetail 	Zoonavena thomensis 		4 	0
Mottled Spinetail 	Telacanthura ussheri 		2 	0
Black Spinetail 	Telacanthura melanopygia 		1 	0
Sabine's Spinetail 	Rhaphidura sabini 		0 	0
Cassin's Spinetail 	Neafrapus cassini 		0 	0
Böhm's Spinetail 	Neafrapus boehmi 		0 	0
African Palm Swift 	Cypsiurus parvus 		36 	7
Alpine Swift 	Tachymarptis melba 		85 	9
Mottled Swift 	Tachymarptis aequatorialis 		2 	1
Cape Verde Swift 	Apus alexandri 		0 	0
Common Swift 	Apus apus 		376 	217
Plain Swift 	Apus unicolor 		15 	1
Nyanza Swift 	Apus niansae 		1 	0
Pallid Swift 	Apus pallidus 		159 	47
African Black Swift 	Apus barbatus 		10 	3
Malagasy Black Swift 	Apus balstoni 		1 	0
Fernando Po Swift 	Apus sladeniae 		0 	0
Forbes-Watson's Swift 	Apus berliozi 		4 	3
Bradfield's Swift 	Apus bradfieldi 		5 	3
Little Swift 	Apus affinis 		86 	39
Horus Swift 	Apus horus 		4 	0
White-rumped Swift 	Apus caffer 		59 	1
Bates's Swift 	Apus batesi 		2 	0
Speckled Mousebird 	Colius striatus 		61 	28
White-headed Mousebird 	Colius leucocephalus 		3 	0
Red-backed Mousebird 	Colius castanotus 		0 	0
White-backed Mousebird 	Colius colius 		21 	6
Blue-naped Mousebird 	Urocolius macrourus 		32 	38
Red-faced Mousebird 	Urocolius indicus 		26 	52
Narina Trogon 	Apaloderma narina 		65 	23
Bare-cheeked Trogon 	Apaloderma aequatoriale 		8 	3
Bar-tailed Trogon 	Apaloderma vittatum 		64 	67
Cuckoo Roller 	Leptosomus discolor 		36 	24
Purple Roller 	Coracias naevius 		5 	1
Indian Roller 	Coracias benghalensis 		39 	2
Racket-tailed Roller 	Coracias spatulatus 		9 	1
Lilac-breasted Roller 	Coracias caudatus 		33 	6
Abyssinian Roller 	Coracias abyssinicus 		28 	6
European Roller 	Coracias garrulus 		73 	11
Blue-bellied Roller 	Coracias cyanogaster 		7 	0
Blue-throated Roller 	Eurystomus gularis 		8 	0
Broad-billed Roller 	Eurystomus glaucurus 		61 	19
Short-legged Ground Roller 	Brachypteracias leptosomus 		11 	0
Scaly Ground Roller 	Geobiastes squamiger 		12 	0
Pitta-like Ground Roller 	Atelornis pittoides 		13 	0
Rufous-headed Ground Roller 	Atelornis crossleyi 		16 	0
Long-tailed Ground Roller 	Uratelornis chimaera 		5 	0
White-throated Kingfisher 	Halcyon smyrnensis 		164 	51
Chocolate-backed Kingfisher 	Halcyon badia 		21 	4
Grey-headed Kingfisher 	Halcyon leucocephala 		38 	10
Brown-hooded Kingfisher 	Halcyon albiventris 		47 	15
Striped Kingfisher 	Halcyon chelicuti 		27 	4
Blue-breasted Kingfisher 	Halcyon malimbica 		61 	27
Woodland Kingfisher 	Halcyon senegalensis 		78 	54
Mangrove Kingfisher 	Halcyon senegaloides 		8 	0
Collared Kingfisher 	Todiramphus chloris 		88 	39
African Dwarf Kingfisher 	Ispidina lecontei 		6 	0
African Pygmy Kingfisher 	Ispidina picta 		25 	1
Madagascan Pygmy Kingfisher 	Corythornis madagascariensis 		9 	0
White-bellied Kingfisher 	Corythornis leucogaster 		5 	0
Malachite Kingfisher 	Corythornis cristatus 		24 	0
Malagasy Kingfisher 	Corythornis vintsioides 		3 	0
Shining-blue Kingfisher 	Alcedo quadribrachys 		2 	1
Common Kingfisher 	Alcedo atthis 		470 	361
Half-collared Kingfisher 	Alcedo semitorquata 		12 	1
Giant Kingfisher 	Megaceryle maxima 		15 	3
Pied Kingfisher 	Ceryle rudis 		110 	18
Blue-bearded Bee-eater 	Nyctyornis athertoni 		28 	5
Black-headed Bee-eater 	Merops breweri 		0 	0
Blue-headed Bee-eater 	Merops muelleri 		1 	0
Blue-moustached Bee-eater 	Merops mentalis 		4 	0
Black Bee-eater 	Merops gularis 		6 	0
Swallow-tailed Bee-eater 	Merops hirundineus 		14 	1
Little Bee-eater 	Merops pusillus 		48 	11
Blue-breasted Bee-eater 	Merops variegatus 		12 	0
Cinnamon-chested Bee-eater 	Merops oreobates 		19 	11
Red-throated Bee-eater 	Merops bulocki 		15 	12
White-fronted Bee-eater 	Merops bullockoides 		43 	10
Somali Bee-eater 	Merops revoilii 		0 	0
White-throated Bee-eater 	Merops albicollis 		23 	9
Böhm's Bee-eater 	Merops boehmi 		10 	0
Green Bee-eater 	Merops orientalis 		65 	13
Blue-cheeked Bee-eater 	Merops persicus 		75 	31
Olive Bee-eater 	Merops superciliosus 		19 	9
European Bee-eater 	Merops apiaster 		351 	643
Rosy Bee-eater 	Merops malimbicus 		7 	4
Northern Carmine Bee-eater 	Merops nubicus 		13 	0
Southern Carmine Bee-eater 	Merops nubicoides 		10 	5
Eurasian Hoopoe 	Upupa epops 		376 	402
African Hoopoe 	Upupa africana 		41 	30
Madagascan Hoopoe 	Upupa marginata 		17 	0
Forest Wood Hoopoe 	Phoeniculus castaneiceps 		3 	0
White-headed Wood Hoopoe 	Phoeniculus bollei 		16 	1
Green Wood Hoopoe 	Phoeniculus purpureus 		104 	21
Black-billed Wood Hoopoe 	Phoeniculus somaliensis 		7 	0
Violet Wood Hoopoe 	Phoeniculus damarensis 		6 	0
Grant's Wood Hoopoe 	Phoeniculus granti 		1 	0
Black Scimitarbill 	Rhinopomastus aterrimus 		4 	3
Common Scimitarbill 	Rhinopomastus cyanomelas 		43 	22
Abyssinian Scimitarbill 	Rhinopomastus minor 		11 	2
Abyssinian Ground Hornbill 	Bucorvus abyssinicus 		1 	0
Southern Ground Hornbill 	Bucorvus leadbeateri 		17 	1
Tanzanian Red-billed Hornbill 	Tockus ruahae 		7 	4
Western Red-billed Hornbill 	Tockus kempi 		22 	67
Damara Red-billed Hornbill 	Tockus damarensis 		7 	0
Southern Red-billed Hornbill 	Tockus rufirostris 		15 	28
Northern Red-billed Hornbill 	Tockus erythrorhynchus 		42 	20
Monteiro's Hornbill 	Tockus monteiri 		2 	0
Von der Decken's Hornbill 	Tockus deckeni 		16 	0
Jackson's Hornbill 	Tockus jacksoni 		11 	3
Southern Yellow-billed Hornbill 	Tockus leucomelas 		24 	10
Eastern Yellow-billed Hornbill 	Tockus flavirostris 		3 	0
Bradfield's Hornbill 	Lophoceros bradfieldi 		6 	0
Crowned Hornbill 	Lophoceros alboterminatus 		52 	5
African Pied Hornbill 	Lophoceros fasciatus 		36 	24
Hemprich's Hornbill 	Lophoceros hemprichii 		15 	0
African Grey Hornbill 	Lophoceros nasutus 		80 	58
Red-billed Dwarf Hornbill 	Lophoceros camurus 		34 	13
Pale-billed Hornbill 	Lophoceros pallidirostris 		11 	0
Piping Hornbill 	Bycanistes fistulator 		14 	7
Trumpeter Hornbill 	Bycanistes bucinator 		31 	15
Brown-cheeked Hornbill 	Bycanistes cylindricus 		4 	0
White-thighed Hornbill 	Bycanistes albotibialis 		17 	5
Black-and-white-casqued Hornbill 	Bycanistes subcylindricus 		54 	34
Silvery-cheeked Hornbill 	Bycanistes brevis 		59 	26
Black-casqued Hornbill 	Ceratogymna atrata 		27 	15
Yellow-casqued Hornbill 	Ceratogymna elata 		8 	4
Black Dwarf Hornbill 	Horizocerus hartlaubi 		9 	1
White-crested Hornbill 	Horizocerus albocristatus 		10 	4
Grey-throated Barbet 	Gymnobucco bonapartei 		10 	2
Sladen's Barbet 	Gymnobucco sladeni 		0 	0
Bristle-nosed Barbet 	Gymnobucco peli 		1 	0
Naked-faced Barbet 	Gymnobucco calvus 		13 	11
White-eared Barbet 	Stactolaema leucotis 		7 	0
Whyte's Barbet 	Stactolaema whytii 		0 	0
Anchieta's Barbet 	Stactolaema anchietae 		0 	0
Green Barbet 	Stactolaema olivacea 		42 	10
Speckled Tinkerbird 	Pogoniulus scolopaceus 		35 	30
Green Tinkerbird 	Pogoniulus simplex 		12 	0
Moustached Tinkerbird 	Pogoniulus leucomystax 		32 	3
Western Tinkerbird 	Pogoniulus coryphaea 		7 	0
Red-rumped Tinkerbird 	Pogoniulus atroflavus 		35 	38
Yellow-throated Tinkerbird 	Pogoniulus subsulphureus 		46 	91
Yellow-rumped Tinkerbird 	Pogoniulus bilineatus 		106 	202
White-chested Tinkerbird 	Pogoniulus makawai 		0 	0
Red-fronted Tinkerbird 	Pogoniulus pusillus 		59 	87
Yellow-fronted Tinkerbird 	Pogoniulus chrysoconus 		65 	79
Yellow-spotted Barbet 	Buccanodon duchaillui 		40 	34
Hairy-breasted Barbet 	Tricholaema hirsuta 		17 	7
Red-fronted Barbet 	Tricholaema diademata 		17 	3
Miombo Pied Barbet 	Tricholaema frontata 		6 	0
Acacia Pied Barbet 	Tricholaema leucomelas 		36 	50
Spot-flanked Barbet 	Tricholaema lacrymosa 		7 	3
Black-throated Barbet 	Tricholaema melanocephala 		23 	2
Banded Barbet 	Lybius undatus 		1 	0
Vieillot's Barbet 	Lybius vieilloti 		14 	5
White-headed Barbet 	Lybius leucocephalus 		4 	2
Chaplin's Barbet 	Lybius chaplini 		5 	0
Red-faced Barbet 	Lybius rubrifacies 		3 	0
Black-billed Barbet 	Lybius guifsobalito 		11 	2
Black-collared Barbet 	Lybius torquatus 		34 	27
Brown-breasted Barbet 	Lybius melanopterus 		2 	0
Black-backed Barbet 	Lybius minor 		1 	0
Double-toothed Barbet 	Lybius bidentatus 		8 	0
Bearded Barbet 	Lybius dubius 		3 	2
Black-breasted Barbet 	Lybius rolleti 		0 	0
Yellow-billed Barbet 	Trachyphonus purpuratus 		40 	22
Crested Barbet 	Trachyphonus vaillantii 		64 	70
Red-and-yellow Barbet 	Trachyphonus erythrocephalus 		17 	4
Yellow-breasted Barbet 	Trachyphonus margaritatus 		14 	1
D'Arnaud's Barbet 	Trachyphonus darnaudii 		35 	7
Cassin's Honeybird 	Prodotiscus insignis 		0 	0
Green-backed Honeybird 	Prodotiscus zambesiae 		8 	0
Brown-backed Honeybird 	Prodotiscus regulus 		3 	0
Zenker's Honeyguide 	Melignomon zenkeri 		0 	0
Yellow-footed Honeyguide 	Melignomon eisentrauti 		4 	0
