Common name 	Scientific name 	Status 	No. 	No. Back
White-tailed Sabrewing 	Campylopterus ensipennis 		6 	0
Lazuline Sabrewing 	Campylopterus falcatus 		23 	2
Santa Marta Sabrewing 	Campylopterus phainopeplus 		1 	0
Napo Sabrewing 	Campylopterus villaviscensio 		14 	0
Buff-breasted Sabrewing 	Campylopterus duidae 		1 	0
Sombre Hummingbird 	Aphantochroa cirrochloris 		42 	5
Swallow-tailed Hummingbird 	Eupetomena macroura 		54 	14
White-necked Jacobin 	Florisuga mellivora 		40 	3
Black Jacobin 	Florisuga fusca 		36 	2
Brown Violetear 	Colibri delphinae 		82 	5
Mexican Violetear 	Colibri thalassinus 		51 	29
Sparkling Violetear 	Colibri coruscans 		191 	122
White-vented Violetear 	Colibri serrirostris 		69 	11
Green-throated Mango 	Anthracothorax viridigula 		5 	0
Green-breasted Mango 	Anthracothorax prevostii 		12 	4
Black-throated Mango 	Anthracothorax nigricollis 		24 	2
Veraguan Mango 	Anthracothorax veraguensis 		7 	0
Antillean Mango 	Anthracothorax dominicus 		6 	1
Fiery-tailed Awlbill 	Avocettula recurvirostris 		4 	0
Crimson Topaz 	Topaza pella 		28 	1
Fiery Topaz 	Topaza pyra 		38 	0
Purple-throated Carib 	Eulampis jugularis 		3 	0
Green-throated Carib 	Eulampis holosericeus 		2 	0
Ruby-topaz Hummingbird 	Chrysolampis mosquitus 		13 	2
Antillean Crested Hummingbird 	Orthorhyncus cristatus 		5 	1
Violet-headed Hummingbird 	Klais guimeti 		46 	4
Green-crowned Plovercrest 	Stephanoxis lalandi 		32 	11
Emerald-chinned Hummingbird 	Abeillia abeillei 		17 	0
Tufted Coquette 	Lophornis ornatus 		2 	0
Dot-eared Coquette 	Lophornis gouldii 		1 	0
Frilled Coquette 	Lophornis magnificus 		7 	0
Short-crested Coquette 	Lophornis brachylophus 		0 	0
Rufous-crested Coquette 	Lophornis delattrei 		3 	0
Spangled Coquette 	Lophornis stictolophus 		3 	0
Festive Coquette 	Lophornis chalybeus 		6 	0
Peacock Coquette 	Lophornis pavoninus 		0 	0
Black-crested Coquette 	Lophornis helenae 		1 	0
White-crested Coquette 	Lophornis adorabilis 		3 	0
Wire-crested Thorntail 	Discosura popelairii 		2 	0
Black-bellied Thorntail 	Discosura langsdorffi 		3 	0
Letitia's Thorntail 	Discosura letitiae 		0 	0
Green Thorntail 	Discosura conversii 		7 	1
Racket-tailed Coquette 	Discosura longicaudus 		4 	0
Blue-chinned Sapphire 	Chlorestes notata 		21 	7
Golden-crowned Emerald 	Chlorostilbon auriceps 		3 	0
Cozumel Emerald 	Chlorostilbon forficatus 		1 	0
Canivet's Emerald 	Chlorostilbon canivetii 		4 	1
Garden Emerald 	Chlorostilbon assimilis 		1 	0
Blue-tailed Emerald 	Chlorostilbon mellisugus 		15 	1
Western Emerald 	Chlorostilbon melanorhynchus 		9 	0
Chiribiquete Emerald 	Chlorostilbon olivaresi 		8 	0
Glittering-bellied Emerald 	Chlorostilbon lucidus 		37 	10
Cuban Emerald 	Chlorostilbon ricordii 		4 	2
Hispaniolan Emerald 	Chlorostilbon swainsonii 		2 	0
Coppery Emerald 	Chlorostilbon russatus 		1 	0
Narrow-tailed Emerald 	Chlorostilbon stenurus 		0 	0
Green-tailed Emerald 	Chlorostilbon alice 		1 	0
Short-tailed Emerald 	Chlorostilbon poortmani 		8 	0
Fiery-throated Hummingbird 	Panterpe insignis 		22 	7
White-tailed Emerald 	Elvira chionura 		3 	0
Oaxaca Hummingbird 	Eupherusa cyanophrys 		6 	0
White-tailed Hummingbird 	Eupherusa poliocerca 		0 	0
Stripe-tailed Hummingbird 	Eupherusa eximia 		7 	3
Black-bellied Hummingbird 	Eupherusa nigriventris 		3 	0
Pirre Hummingbird 	Goethalsia bella 		2 	0
Violet-capped Hummingbird 	Goldmania violiceps 		7 	1
Dusky Hummingbird 	Cynanthus sordidus 		8 	3
Broad-billed Hummingbird 	Cynanthus latirostris 		87 	77
Doubleday's Hummingbird 	Cynanthus doubledayi 		3 	0
Mexican Woodnymph 	Thalurania ridgwayi 		2 	0
Crowned Woodnymph 	Thalurania colombica 		41 	3
Fork-tailed Woodnymph 	Thalurania furcata 		45 	6
Violet-capped Woodnymph 	Thalurania glaucopis 		54 	14
Violet-bellied Hummingbird 	Juliamyia julie 		32 	18
Sapphire-throated Hummingbird 	Lepidopyga coeruleogularis 		15 	0
Sapphire-bellied Hummingbird 	Lepidopyga lilliae 		4 	0
Shining-green Hummingbird 	Lepidopyga goudoti 		12 	0
Blue-throated Sapphire 	Hylocharis eliciae 		35 	3
Rufous-throated Sapphire 	Hylocharis sapphirina 		24 	1
White-chinned Sapphire 	Hylocharis cyanus 		102 	38
Gilded Sapphire 	Hylocharis chrysura 		56 	30
Blue-headed Sapphire 	Hylocharis grayi 		11 	0
Humboldt's Sapphire 	Hylocharis humboldtii 		3 	0
Golden-tailed Sapphire 	Chrysuronia oenone 		48 	11
White-throated Hummingbird 	Leucochloris albicollis 		99 	21
White-tailed Goldenthroat 	Polytmus guainumbi 		18 	0
Tepui Goldenthroat 	Polytmus milleri 		1 	0
Green-tailed Goldenthroat 	Polytmus theresiae 		26 	4
Buffy Hummingbird 	Leucippus fallax 		20 	0
Tumbes Hummingbird 	Leucippus baeri 		16 	0
Spot-throated Hummingbird 	Leucippus taczanowskii 		6 	1
Olive-spotted Hummingbird 	Leucippus chlorocercus 		19 	9
Many-spotted Hummingbird 	Taphrospilus hypostictus 		6 	0
White-bellied Hummingbird 	Amazilia chionogaster 		75 	27
Green-and-white Hummingbird 	Amazilia viridicauda 		21 	3
Cinnamon Hummingbird 	Amazilia rutila 		42 	10
Buff-bellied Hummingbird 	Amazilia yucatanensis 		30 	0
Rufous-tailed Hummingbird 	Amazilia tzacatl 		149 	88
Chestnut-bellied Hummingbird 	Amazilia castaneiventris 		27 	2
Amazilia Hummingbird 	Amazilia amazilia 		63 	33
Plain-bellied Emerald 	Amazilia leucogaster 		9 	2
Versicolored Emerald 	Amazilia versicolor 		41 	8
White-chested Emerald 	Amazilia brevirostris 		10 	3
Andean Emerald 	Amazilia franciae 		65 	5
White-bellied Emerald 	Amazilia candida 		21 	0
Azure-crowned Hummingbird 	Amazilia cyanocephala 		18 	21
Violet-crowned Hummingbird 	Amazilia violiceps 		67 	38
Green-fronted Hummingbird 	Amazilia viridifrons 		1 	0
Cinnamon-sided Hummingbird 	Amazilia wagneri 		2 	0
Glittering-throated Emerald 	Amazilia fimbriata 		76 	22
Sapphire-spangled Emerald 	Amazilia lactea 		46 	10
Blue-chested Hummingbird 	Amazilia amabilis 		53 	6
Charming Hummingbird 	Amazilia decora 		18 	1
Purple-chested Hummingbird 	Amazilia rosenbergi 		28 	6
Honduran Emerald 	Amazilia luciae 		15 	0
Steely-vented Hummingbird 	Amazilia saucerottei 		16 	11
Indigo-capped Hummingbird 	Amazilia cyanifrons 		20 	1
Snowy-bellied Hummingbird 	Amazilia edward 		9 	6
Berylline Hummingbird 	Amazilia beryllina 		64 	26
Blue-tailed Hummingbird 	Amazilia cyanura 		3 	0
Green-bellied Hummingbird 	Amazilia viridigaster 		6 	0
Copper-rumped Hummingbird 	Amazilia tobaci 		12 	8
Snowcap 	Microchera albocoronata 		3 	0
Santa Marta Blossomcrown 	Anthocephala floriceps 		7 	1
White-vented Plumeleteer 	Chalybura buffonii 		25 	4
Bronze-tailed Plumeleteer 	Chalybura urochrysia 		16 	4
Blue-throated Mountaingem 	Lampornis clemenciae 		111 	113
Amethyst-throated Mountaingem 	Lampornis amethystinus 		16 	2
Green-throated Mountaingem 	Lampornis viridipallens 		14 	4
Green-breasted Mountaingem 	Lampornis sybillae 		26 	9
White-bellied Mountaingem 	Lampornis hemileucus 		5 	0
Purple-throated Mountaingem 	Lampornis calolaemus 		4 	0
White-throated Mountaingem 	Lampornis castaneoventris 		3 	0
Xantus's Hummingbird 	Basilinna xantusii 		14 	2
White-eared Hummingbird 	Basilinna leucotis 		66 	67
Garnet-throated Hummingbird 	Lamprolaima rhami 		4 	0
Speckled Hummingbird 	Adelomyia melanogenys 		130 	31
Ecuadorian Piedtail 	Phlogophilus hemileucurus 		27 	7
Peruvian Piedtail 	Phlogophilus harterti 		3 	0
Brazilian Ruby 	Clytolaema rubricauda 		47 	7
Velvet-browed Brilliant 	Heliodoxa xanthogonys 		5 	0
Pink-throated Brilliant 	Heliodoxa gularis 		5 	0
Rufous-webbed Brilliant 	Heliodoxa branickii 		1 	0
Black-throated Brilliant 	Heliodoxa schreibersii 		14 	0
Gould's Jewelfront 	Heliodoxa aurescens 		8 	0
Fawn-breasted Brilliant 	Heliodoxa rubinoides 		24 	1
Green-crowned Brilliant 	Heliodoxa jacula 		18 	1
Empress Brilliant 	Heliodoxa imperatrix 		10 	0
Violet-fronted Brilliant 	Heliodoxa leadbeateri 		24 	9
Rivoli's Hummingbird 	Eugenes fulgens 		102 	50
Scissor-tailed Hummingbird 	Hylonympha macrocerca 		7 	0
Violet-chested Hummingbird 	Sternoclyta cyanopectus 		1 	0
Rufous-gaped Hillstar 	Urochroa bougueri 		3 	2
Buff-tailed Coronet 	Boissonneaua flavescens 		47 	6
Chestnut-breasted Coronet 	Boissonneaua matthewsii 		19 	4
Velvet-purple Coronet 	Boissonneaua jardini 		21 	0
Shining Sunbeam 	Aglaeactis cupripennis 		9 	2
Purple-backed Sunbeam 	Aglaeactis aliciae 		9 	0
White-tufted Sunbeam 	Aglaeactis castelnaudii 		2 	0
Black-hooded Sunbeam 	Aglaeactis pamela 		5 	1
Ecuadorian Hillstar 	Oreotrochilus chimborazo 		7 	0
Andean Hillstar 	Oreotrochilus estella 		27 	0
White-sided Hillstar 	Oreotrochilus leucopleurus 		3 	0
Black-breasted Hillstar 	Oreotrochilus melanogaster 		4 	1
Wedge-tailed Hillstar 	Oreotrochilus adela 		10 	0
Mountain Velvetbreast 	Lafresnaya lafresnayi 		20 	1
Bronzy Inca 	Coeligena coeligena 		22 	2
Brown Inca 	Coeligena wilsoni 		29 	18
Black Inca 	Coeligena prunellei 		15 	0
Collared Inca 	Coeligena torquata 		11 	1
White-tailed Starfrontlet 	Coeligena phalerata 		3 	0
Golden-bellied Starfrontlet 	Coeligena bonapartei 		8 	2
Blue-throated Starfrontlet 	Coeligena helianthea 		3 	0
Buff-winged Starfrontlet 	Coeligena lutetiae 		32 	14
Violet-throated Starfrontlet 	Coeligena violifer 		13 	6
Rainbow Starfrontlet 	Coeligena iris 		22 	2
Sword-billed Hummingbird 	Ensifera ensifera 		7 	0
Great Sapphirewing 	Pterophanes cyanopterus 		10 	0
Giant Hummingbird 	Patagona gigas 		45 	3
Green-backed Firecrown 	Sephanoides sephaniodes 		36 	16
Juan Fernandez Firecrown 	Sephanoides fernandensis 		11 	0
Orange-throated Sunangel 	Heliangelus mavors 		5 	0
Amethyst-throated Sunangel 	Heliangelus amethysticollis 		13 	4
Gorgeted Sunangel 	Heliangelus strophianus 		8 	1
Tourmaline Sunangel 	Heliangelus exortis 		19 	1
Flame-throated Sunangel 	Heliangelus micraster 		7 	0
Purple-throated Sunangel 	Heliangelus viola 		17 	0
Royal Sunangel 	Heliangelus regalis 		9 	0
Black-breasted Puffleg 	Eriocnemis nigrivestis 		4 	0
Glowing Puffleg 	Eriocnemis vestita 		7 	1
Black-thighed Puffleg 	Eriocnemis derbyi 		7 	0
Turquoise-throated Puffleg 	Eriocnemis godini 		0 	0
Coppery-bellied Puffleg 	Eriocnemis cupreoventris 		4 	0
Sapphire-vented Puffleg 	Eriocnemis luciani 		10 	0
Golden-breasted Puffleg 	Eriocnemis mosquera 		1 	0
Blue-capped Puffleg 	Eriocnemis glaucopoides 		1 	1
Colorful Puffleg 	Eriocnemis mirabilis 		3 	0
Emerald-bellied Puffleg 	Eriocnemis aline 		5 	0
Greenish Puffleg 	Haplophaedia aureliae 		20 	3
Buff-thighed Puffleg 	Haplophaedia assimilis 		6 	0
Hoary Puffleg 	Haplophaedia lugens 		8 	0
Purple-bibbed Whitetip 	Urosticte benjamini 		16 	0
Rufous-vented Whitetip 	Urosticte ruficrissa 		10 	0
White-booted Racket-tail 	Ocreatus underwoodii 		45 	28
Black-tailed Trainbearer 	Lesbia victoriae 		28 	10
Green-tailed Trainbearer 	Lesbia nuna 		15 	1
Red-tailed Comet 	Sappho sparganurus 		32 	5
Bronze-tailed Comet 	Polyonymus caroli 		5 	0
Black-backed Thornbill 	Ramphomicron dorsale 		4 	0
Purple-backed Thornbill 	Ramphomicron microrhynchum 		21 	2
Bearded Mountaineer 	Oreonympha nobilis 		4 	1
Green-bearded Helmetcrest 	Oxypogon guerinii 		5 	0
Tyrian Metaltail 	Metallura tyrianthina 		157 	37
Perija Metaltail 	Metallura iracunda 		3 	0
Viridian Metaltail 	Metallura williami 		19 	1
Violet-throated Metaltail 	Metallura baroni 		5 	0
Neblina Metaltail 	Metallura odomae 		13 	1
Coppery Metaltail 	Metallura theresiae 		7 	2
Fiery-throated Metaltail 	Metallura eupogon 		2 	0
Scaled Metaltail 	Metallura aeneocauda 		5 	2
Black Metaltail 	Metallura phoebe 		7 	0
Rufous-capped Thornbill 	Chalcostigma ruficeps 		6 	1
Olivaceous Thornbill 	Chalcostigma olivaceum 		1 	0
Blue-mantled Thornbill 	Chalcostigma stanleyi 		15 	1
Bronze-tailed Thornbill 	Chalcostigma heteropogon 		5 	1
Rainbow-bearded Thornbill 	Chalcostigma herrani 		6 	0
Mountain Avocetbill 	Opisthoprora euryptera 		5 	0
Grey-bellied Comet 	Taphrolesbia griseiventris 		4 	0
Long-tailed Sylph 	Aglaiocercus kingii 		26 	3
Venezuelan Sylph 	Aglaiocercus berlepschi 		2 	0
Violet-tailed Sylph 	Aglaiocercus coelestis 		28 	4
Hyacinth Visorbearer 	Augastes scutatus 		21 	1
Hooded Visorbearer 	Augastes lumachella 		24 	0
Geoffroy's Wedgebill 	Schistes geoffroyi 		14 	3
Purple-crowned Fairy 	Heliothryx barroti 		8 	0
Black-eared Fairy 	Heliothryx auritus 		13 	0
Horned Sungem 	Heliactin bilophus 		13 	0
Marvelous Spatuletail 	Loddigesia mirabilis 		3 	0
Plain-capped Starthroat 	Heliomaster constantii 		28 	6
Long-billed Starthroat 	Heliomaster longirostris 		17 	4
Stripe-breasted Starthroat 	Heliomaster squamosus 		7 	0
Blue-tufted Starthroat 	Heliomaster furcifer 		7 	0
Oasis Hummingbird 	Rhodopis vesper 		7 	1
Peruvian Sheartail 	Thaumastura cora 		8 	4
Sparkling-tailed Woodstar 	Tilmatura dupontii 		1 	0
Slender Sheartail 	Doricha enicura 		4 	0
Mexican Sheartail 	Doricha eliza 		4 	0
Amethyst Woodstar 	Calliphlox amethystina 		8 	0
Bahama Woodstar 	Calliphlox evelynae 		2 	0
Magenta-throated Woodstar 	Calliphlox bryantae 		2 	0
Purple-throated Woodstar 	Calliphlox mitchellii 		4 	0
Slender-tailed Woodstar 	Microstilbon burmeisteri 		3 	1
Lucifer Sheartail 	Calothorax lucifer 		26 	3
Beautiful Sheartail 	Calothorax pulcher 		9 	3
Vervain Hummingbird 	Mellisuga minima 		9 	0
Bee Hummingbird 	Mellisuga helenae 		12 	0
Ruby-throated Hummingbird 	Archilochus colubris 		40 	17
Black-chinned Hummingbird 	Archilochus alexandri 		87 	118
Anna's Hummingbird 	Calypte anna 		181 	149
Costa's Hummingbird 	Calypte costae 		34 	17
Bumblebee Hummingbird 	Atthis heloisa 		17 	4
Wine-throated Hummingbird 	Atthis ellioti 		15 	0
Purple-collared Woodstar 	Myrtis fanny 		29 	12
Chilean Woodstar 	Eulidia yarrellii 		5 	1
Short-tailed Woodstar 	Myrmia micrura 		11 	0
White-bellied Woodstar 	Chaetocercus mulsant 		15 	3
Little Woodstar 	Chaetocercus bombus 		11 	0
Gorgeted Woodstar 	Chaetocercus heliodor 		7 	0
Santa Marta Woodstar 	Chaetocercus astreans 		2 	0
Esmeraldas Woodstar 	Chaetocercus berlepschi 		6 	0
Rufous-shafted Woodstar 	Chaetocercus jourdanii 		0 	0
Broad-tailed Hummingbird 	Selasphorus platycercus 		113 	152
Rufous Hummingbird 	Selasphorus rufus 		69 	23
Allen's Hummingbird 	Selasphorus sasin 		28 	12
Volcano Hummingbird 	Selasphorus flammula 		8 	1
Glow-throated Hummingbird 	Selasphorus ardens 		0 	0
Scintillant Hummingbird 	Selasphorus scintilla 		6 	0
Calliope Hummingbird 	Selasphorus calliope 		25 	1
Eared Quetzal 	Euptilotis neoxenus 		12 	0
Pavonine Quetzal 	Pharomachrus pavoninus 		62 	129
Golden-headed Quetzal 	Pharomachrus auriceps 		130 	88
White-tipped Quetzal 	Pharomachrus fulgidus 		37 	5
Resplendent Quetzal 	Pharomachrus mocinno 		63 	23
Crested Quetzal 	Pharomachrus antisianus 		56 	29
Hispaniolan Trogon 	Priotelus roseigaster 		9 	4
Lattice-tailed Trogon 	Trogon clathratus 		14 	2
Slaty-tailed Trogon 	Trogon massena 		82 	72
Choco Trogon 	Trogon comptus 		39 	27
Black-tailed Trogon 	Trogon melanurus 		153 	273
Black-headed Trogon 	Trogon melanocephalus 		49 	19
Citreoline Trogon 	Trogon citreolus 		31 	73
White-tailed Trogon 	Trogon chionurus 		97 	44
Baird's Trogon 	Trogon bairdii 		30 	14
Green-backed Trogon 	Trogon viridis 		258 	367
Gartered Trogon 	Trogon caligatus 		125 	106
Guianan Trogon 	Trogon violaceus 		49 	42
Blue-crowned Trogon 	Trogon curucui 		112 	143
Surucua Trogon 	Trogon surrucura 		139 	154
Black-throated Trogon 	Trogon rufus 		223 	156
Elegant Trogon 	Trogon elegans 		138 	488
Mountain Trogon 	Trogon mexicanus 		65 	132
Collared Trogon 	Trogon collaris 		278 	296
Masked Trogon 	Trogon personatus 		191 	93
American Pygmy Kingfisher 	Chloroceryle aenea 		31 	1
Green-and-rufous Kingfisher 	Chloroceryle inda 		38 	5
Green Kingfisher 	Chloroceryle americana 		97 	9
Amazon Kingfisher 	Chloroceryle amazona 		79 	12
Ringed Kingfisher 	Megaceryle torquata 		189 	50
Belted Kingfisher 	Megaceryle alcyon 		91 	54
Broad-billed Tody 	Todus subulatus 		12 	0
Narrow-billed Tody 	Todus angustirostris 		5 	4
Tody Motmot 	Hylomanes momotula 		29 	3
Blue-throated Motmot 	Aspatha gularis 		38 	32
Russet-crowned Motmot 	Momotus mexicanus 		60 	128
Blue-capped Motmot 	Momotus coeruliceps 		14 	12
Lesson's Motmot 	Momotus lessonii 		70 	64
Whooping Motmot 	Momotus subrufescens 		48 	50
Trinidad Motmot 	Momotus bahamensis 		4 	2
Amazonian Motmot 	Momotus momota 		150 	433
Andean Motmot 	Momotus aequatorialis 		58 	35
Rufous Motmot 	Baryphthengus martii 		92 	299
Rufous-capped Motmot 	Baryphthengus ruficapillus 		111 	48
Keel-billed Motmot 	Electron carinatum 		19 	5
Broad-billed Motmot 	Electron platyrhynchum 		114 	247
Turquoise-browed Motmot 	Eumomota superciliosa 		41 	42
Eurasian Hoopoe 	Upupa epops 		376 	402
White-eared Jacamar 	Galbalcyrhynchus leucotis 		26 	1
Purus Jacamar 	Galbalcyrhynchus purusianus 		32 	1
Dusky-backed Jacamar 	Brachygalba salmoni 		6 	0
Pale-headed Jacamar 	Brachygalba goeringi 		10 	1
Brown Jacamar 	Brachygalba lugubris 		43 	3
White-throated Jacamar 	Brachygalba albogularis 		19 	7
Three-toed Jacamar 	Jacamaralcyon tridactyla 		29 	2
Yellow-billed Jacamar 	Galbula albirostris 		46 	2
Blue-necked Jacamar 	Galbula cyanicollis 		41 	2
Rufous-tailed Jacamar 	Galbula ruficauda 		250 	158
Green-tailed Jacamar 	Galbula galbula 		33 	15
Coppery-chested Jacamar 	Galbula pastazae 		37 	2
White-chinned Jacamar 	Galbula tombacea 		32 	12
Bluish-fronted Jacamar 	Galbula cyanescens 		49 	29
Purplish Jacamar 	Galbula chalcothorax 		22 	1
Bronzy Jacamar 	Galbula leucogastra 		83 	5
Paradise Jacamar 	Galbula dea 		59 	28
Great Jacamar 	Jacamerops aureus 		133 	42
White-necked Puffbird 	Notharchus hyperrhynchus 		72 	18
Buff-bellied Puffbird 	Notharchus swainsoni 		17 	0
Black-breasted Puffbird 	Notharchus pectoralis 		36 	26
Brown-banded Puffbird 	Notharchus ordii 		27 	4
Pied Puffbird 	Notharchus tectus 		47 	15
Chestnut-capped Puffbird 	Bucco macrodactylus 		14 	12
Spotted Puffbird 	Bucco tamatia 		55 	7
Sooty-capped Puffbird 	Bucco noanamae 		4 	1
Collared Puffbird 	Bucco capensis 		50 	32
Barred Puffbird 	Nystalus radiatus 		43 	19
White-eared Puffbird 	Nystalus chacuru 		49 	8
Eastern Striolated Puffbird 	Nystalus striolatus 		25 	8
Caatinga Puffbird 	Nystalus maculatus 		30 	38
Russet-throated Puffbird 	Hypnelus ruficollis 		17 	7
Crescent-chested Puffbird 	Malacoptila striata 		46 	5
White-chested Puffbird 	Malacoptila fusca 		15 	2
Semicollared Puffbird 	Malacoptila semicincta 		10 	2
Black-streaked Puffbird 	Malacoptila fulvogularis 		25 	2
Rufous-necked Puffbird 	Malacoptila rufa 		12 	1
White-whiskered Puffbird 	Malacoptila panamensis 		35 	2
Moustached Puffbird 	Malacoptila mystacalis 		32 	4
Lanceolated Monklet 	Micromonacha lanceolata 		45 	4
Rusty-breasted Nunlet 	Nonnula rubecula 		41 	7
Fulvous-chinned Nunlet 	Nonnula sclateri 		7 	1
Brown Nunlet 	Nonnula brunnea 		21 	2
Grey-cheeked Nunlet 	Nonnula frontalis 		13 	0
Rufous-capped Nunlet 	Nonnula ruficapilla 		28 	9
Chestnut-headed Nunlet 	Nonnula amaurocephala 		0 	0
White-faced Nunbird 	Hapaloptila castanea 		19 	0
Black Nunbird 	Monasa atra 		36 	5
Black-fronted Nunbird 	Monasa nigrifrons 		98 	124
White-fronted Nunbird 	Monasa morphoeus 		91 	77
Yellow-billed Nunbird 	Monasa flavirostris 		26 	8
Swallow-winged Puffbird 	Chelidoptera tenebrosa 		55 	14
Scarlet-crowned Barbet 	Capito aurovirens 		25 	23
Scarlet-banded Barbet 	Capito wallacei 		13 	0
Spot-crowned Barbet 	Capito maculicoronatus 		10 	0
Orange-fronted Barbet 	Capito squamatus 		15 	6
White-mantled Barbet 	Capito hypoleucus 		32 	3
Black-girdled Barbet 	Capito dayi 		21 	1
Brown-chested Barbet 	Capito brunneipectus 		4 	0
Black-spotted Barbet 	Capito niger 		14 	4
Gilded Barbet 	Capito auratus 		86 	336
Five-colored Barbet 	Capito quinticolor 		18 	4
Lemon-throated Barbet 	Eubucco richardsoni 		37 	16
Red-headed Barbet 	Eubucco bourcierii 		61 	32
Scarlet-hooded Barbet 	Eubucco tucinkae 		7 	2
Versicolored Barbet 	Eubucco versicolor 		2 	4
Prong-billed Barbet 	Semnornis frantzii 		19 	1
Toucan Barbet 	Semnornis ramphastinus 		67 	19
Emerald Toucanet 	Aulacorhynchus prasinus 		58 	26
Groove-billed Toucanet 	Aulacorhynchus sulcatus 		33 	0
Chestnut-tipped Toucanet 	Aulacorhynchus derbianus 		39 	12
Tepui Toucanet 	Aulacorhynchus whitelianus 		2 	0
Crimson-rumped Toucanet 	Aulacorhynchus haematopygus 		91 	39
Yellow-browed Toucanet 	Aulacorhynchus huallagae 		6 	0
Blue-banded Toucanet 	Aulacorhynchus coeruleicinctis 		22 	15
Green Aracari 	Pteroglossus viridis 		8 	0
Lettered Aracari 	Pteroglossus inscriptus 		19 	5
Red-necked Aracari 	Pteroglossus bitorquatus 		13 	1
Ivory-billed Aracari 	Pteroglossus azara 		15 	12
Black-necked Aracari 	Pteroglossus aracari 		57 	16
Chestnut-eared Aracari 	Pteroglossus castanotis 		67 	21
Many-banded Aracari 	Pteroglossus pluricinctus 		20 	5
Collared Aracari 	Pteroglossus torquatus 		30 	10
Fiery-billed Aracari 	Pteroglossus frantzii 		9 	0
Curl-crested Aracari 	Pteroglossus beauharnaesii 		24 	14
Saffron Toucanet 	Pteroglossus bailloni 		32 	0
Yellow-eared Toucanet 	Selenidera spectabilis 		18 	0
Guianan Toucanet 	Selenidera piperivora 		42 	11
Golden-collared Toucanet 	Selenidera reinwardtii 		55 	90
Tawny-tufted Toucanet 	Selenidera nattereri 		5 	0
Gould's Toucanet 	Selenidera gouldii 		32 	10
Spot-billed Toucanet 	Selenidera maculirostris 		38 	9
Grey-breasted Mountain Toucan 	Andigena hypoglauca 		52 	7
Plate-billed Mountain Toucan 	Andigena laminirostris 		64 	11
Hooded Mountain Toucan 	Andigena cucullata 		13 	5
Black-billed Mountain Toucan 	Andigena nigrirostris 		111 	9
Green-billed Toucan 	Ramphastos dicolorus 		82 	51
Channel-billed Toucan 	Ramphastos vitellinus 		209 	378
Choco Toucan 	Ramphastos brevis 		60 	47
Keel-billed Toucan 	Ramphastos sulfuratus 		106 	116
Toco Toucan 	Ramphastos toco 		73 	13
White-throated Toucan 	Ramphastos tucanus 		218 	862
Yellow-throated Toucan 	Ramphastos ambiguus 		202 	115
Eurasian Wryneck 	Jynx torquilla 		351 	224
Bar-breasted Piculet 	Picumnus aurifrons 		17 	7
Lafresnaye's Piculet 	Picumnus lafresnayi 		15 	1
Orinoco Piculet 	Picumnus pumilus 		2 	0
Golden-spangled Piculet 	Picumnus exilis 		50 	9
Ecuadorian Piculet 	Picumnus sclateri 		18 	0
Scaled Piculet 	Picumnus squamulatus 		19 	6
White-bellied Piculet 	Picumnus spilogaster 		14 	1
Arrowhead Piculet 	Picumnus minutissimus 		7 	3
Spotted Piculet 	Picumnus pygmaeus 		23 	10
Speckle-chested Piculet 	Picumnus steindachneri 		9 	1
Varzea Piculet 	Picumnus varzeae 		5 	1
White-barred Piculet 	Picumnus cirratus 		69 	24
Ocellated Piculet 	Picumnus dorbignyanus 		18 	6
Ochre-collared Piculet 	Picumnus temminckii 		60 	17
White-wedged Piculet 	Picumnus albosquamatus 		38 	10
Rusty-necked Piculet 	Picumnus fuscus 		3 	0
Rufous-breasted Piculet 	Picumnus rufiventris 		41 	4
Ochraceous Piculet 	Picumnus limae 		8 	4
Tawny Piculet 	Picumnus fulvescens 		18 	3
Mottled Piculet 	Picumnus nebulosus 		35 	0
Plain-breasted Piculet 	Picumnus castelnau 		4 	0
Fine-barred Piculet 	Picumnus subtilis 		10 	1
Olivaceous Piculet 	Picumnus olivaceus 		41 	5
Greyish Piculet 	Picumnus granadensis 		17 	1
Chestnut Piculet 	Picumnus cinnamomeus 		11 	0
Antillean Piculet 	Nesoctites micromegas 		8 	0
White Woodpecker 	Melanerpes candidus 		78 	16
Lewis's Woodpecker 	Melanerpes lewis 		37 	1
Puerto Rican Woodpecker 	Melanerpes portoricensis 		16 	11
Red-headed Woodpecker 	Melanerpes erythrocephalus 		92 	41
Acorn Woodpecker 	Melanerpes formicivorus 		225 	635
Yellow-tufted Woodpecker 	Melanerpes cruentatus 		108 	123
Yellow-fronted Woodpecker 	Melanerpes flavifrons 		51 	12
Golden-naped Woodpecker 	Melanerpes chrysauchen 		15 	5
Black-cheeked Woodpecker 	Melanerpes pucherani 		35 	32
White-fronted Woodpecker 	Melanerpes cactorum 		23 	4
Hispaniolan Woodpecker 	Melanerpes striatus 		25 	17
Golden-cheeked Woodpecker 	Melanerpes chrysogenys 		56 	114
Grey-breasted Woodpecker 	Melanerpes hypopolius 		12 	5
Yucatan Woodpecker 	Melanerpes pygmaeus 		16 	5
Red-crowned Woodpecker 	Melanerpes rubricapillus 		81 	107
Gila Woodpecker 	Melanerpes uropygialis 		115 	806
Hoffmann's Woodpecker 	Melanerpes hoffmannii 		42 	20
Golden-fronted Woodpecker 	Melanerpes aurifrons 		43 	118
Red-bellied Woodpecker 	Melanerpes carolinus 		180 	518
