Common name 	Scientific name 	Status 	No. 	No. Back
Houbara Bustard 	Chlamydotis undulata 		0 	0
Macqueen's Bustard 	Chlamydotis macqueenii 		0 	0
Bengal Florican 	Houbaropsis bengalensis 		2 	0
Lesser Florican 	Sypheotides indicus 		5 	0
Little Bustard 	Tetrax tetrax 		39 	5
Masked Finfoot 	Heliopais personatus 		1 	0
Swinhoe's Rail 	Coturnicops exquisitus 		12 	1
Chestnut Forest Rail 	Rallicula rubra 		8 	0
White-striped Forest Rail 	Rallicula leucospila 		7 	0
Forbes's Forest Rail 	Rallicula forbesi 		7 	0
Mayr's Forest Rail 	Rallicula mayri 		0 	0
Red-necked Crake 	Rallina tricolor 		31 	0
Andaman Crake 	Rallina canningi 		9 	0
Red-legged Crake 	Rallina fasciata 		19 	1
Slaty-legged Crake 	Rallina eurizonoides 		16 	1
Calayan Rail 	Gallirallus calayanensis 		3 	0
Okinawa Rail 	Gallirallus okinawae 		32 	0
Barred Rail 	Gallirallus torquatus 		10 	0
Buff-banded Rail 	Gallirallus philippensis 		12 	1
Slaty-breasted Rail 	Gallirallus striatus 		12 	0
Water Rail 	Rallus aquaticus 		961 	265
Brown-cheeked Rail 	Rallus indicus 		33 	13
Brown-banded Rail 	Lewinia mirifica 		2 	0
Lewin's Rail 	Lewinia pectoralis 		12 	0
Corn Crake 	Crex crex 		463 	167
Snoring Rail 	Aramidopsis plateni 		0 	0
Blue-faced Rail 	Gymnocrex rosenbergii 		0 	0
Talaud Rail 	Gymnocrex talaudensis 		0 	0
Bare-eyed Rail 	Gymnocrex plumbeiventris 		0 	0
Brown Crake 	Amaurornis akool 		2 	0
Isabelline Bush-hen 	Amaurornis isabellina 		11 	0
Plain Bush-hen 	Amaurornis olivacea 		4 	0
Pale-vented Bush-hen 	Amaurornis moluccana 		50 	5
Talaud Bush-hen 	Amaurornis magnirostris 		4 	0
White-breasted Waterhen 	Amaurornis phoenicurus 		130 	32
Black-tailed Crake 	Porzana bicolor 		15 	0
Little Crake 	Porzana parva 		159 	21
Baillon's Crake 	Porzana pusilla 		113 	7
Spotted Crake 	Porzana porzana 		322 	97
Sora 	Porzana carolina 		158 	157
Ruddy-breasted Crake 	Porzana fusca 		29 	2
Band-bellied Crake 	Porzana paykullii 		14 	9
Spotless Crake 	Porzana tabuensis 		18 	0
White-browed Crake 	Porzana cinerea 		18 	1
Chestnut Rail 	Eulabeornis castaneoventris 		2 	0
Invisible Rail 	Habroptila wallacii 		12 	0
New Guinea Flightless Rail 	Megacrex inepta 		0 	0
Watercock 	Gallicrex cinerea 		12 	0
Western Swamphen 	Porphyrio porphyrio 		96 	420
Allen's Gallinule 	Porphyrio alleni 		10 	1
Common Moorhen 	Gallinula chloropus 		1010 	690
Dusky Moorhen 	Gallinula tenebrosa 		14 	1
Eurasian Coot 	Fulica atra 		933 	1170
Siberian Crane 	Leucogeranus leucogeranus 		23 	0
Sandhill Crane 	Antigone canadensis 		177 	122
White-naped Crane 	Antigone vipio 		28 	17
Sarus Crane 	Antigone antigone 		22 	0
Brolga 	Antigone rubicunda 		14 	5
Demoiselle Crane 	Grus virgo 		44 	4
Red-crowned Crane 	Grus japonensis 		42 	2
Common Crane 	Grus grus 		467 	527
Hooded Crane 	Grus monacha 		31 	13
Black-necked Crane 	Grus nigricollis 		22 	9
Common Buttonquail 	Turnix sylvaticus 		140 	9
Red-backed Buttonquail 	Turnix maculosus 		2 	0
Yellow-legged Buttonquail 	Turnix tanki 		7 	1
Spotted Buttonquail 	Turnix ocellatus 		1 	0
Barred Buttonquail 	Turnix suscitator 		9 	0
Worcester's Buttonquail 	Turnix worcesteri 		0 	0
Sumba Buttonquail 	Turnix everetti 		0 	0
Eurasian Stone-curlew 	Burhinus oedicnemus 		307 	101
Indian Stone-curlew 	Burhinus indicus 		13 	0
Spotted Thick-knee 	Burhinus capensis 		24 	5
Bush Stone-curlew 	Burhinus grallarius 		19 	1
Great Stone-curlew 	Esacus recurvirostris 		25 	3
Beach Stone-curlew 	Esacus magnirostris 		17 	0
Black Oystercatcher 	Haematopus bachmani 		24 	2
Eurasian Oystercatcher 	Haematopus ostralegus 		534 	658
Pied Oystercatcher 	Haematopus longirostris 		10 	1
Sooty Oystercatcher 	Haematopus fuliginosus 		8 	0
Crab-plover 	Dromas ardeola 		30 	7
Ibisbill 	Ibidorhyncha struthersii 		19 	0
Black-winged Stilt 	Himantopus himantopus 		403 	505
Pied Stilt 	Himantopus leucocephalus 		29 	7
Pied Avocet 	Recurvirostra avosetta 		299 	367
Northern Lapwing 	Vanellus vanellus 		520 	627
Spur-winged Lapwing 	Vanellus spinosus 		71 	52
River Lapwing 	Vanellus duvaucelii 		19 	6
Black-headed Lapwing 	Vanellus tectus 		13 	3
Yellow-wattled Lapwing 	Vanellus malabaricus 		14 	4
Grey-headed Lapwing 	Vanellus cinereus 		27 	2
Red-wattled Lapwing 	Vanellus indicus 		134 	60
Masked Lapwing 	Vanellus miles 		25 	25
Sociable Lapwing 	Vanellus gregarius 		6 	1
White-tailed Lapwing 	Vanellus leucurus 		33 	7
Red-kneed Dotterel 	Erythrogonys cinctus 		2 	0
European Golden Plover 	Pluvialis apricaria 		305 	85
Pacific Golden Plover 	Pluvialis fulva 		58 	8
American Golden Plover 	Pluvialis dominica 		73 	3
Grey Plover 	Pluvialis squatarola 		222 	86
Common Ringed Plover 	Charadrius hiaticula 		317 	172
Semipalmated Plover 	Charadrius semipalmatus 		109 	23
Long-billed Plover 	Charadrius placidus 		21 	0
Little Ringed Plover 	Charadrius dubius 		475 	84
Killdeer 	Charadrius vociferus 		197 	320
Kittlitz's Plover 	Charadrius pecuarius 		11 	0
Kentish Plover 	Charadrius alexandrinus 		152 	47
Snowy Plover 	Charadrius nivosus 		32 	3
Javan Plover 	Charadrius javanicus 		7 	0
Red-capped Plover 	Charadrius ruficapillus 		6 	3
Malaysian Plover 	Charadrius peronii 		2 	0
Lesser Sand Plover 	Charadrius mongolus 		34 	5
Greater Sand Plover 	Charadrius leschenaultii 		18 	0
Caspian Plover 	Charadrius asiaticus 		1 	0
Oriental Plover 	Charadrius veredus 		16 	0
Eurasian Dotterel 	Charadrius morinellus 		110 	2
Black-fronted Dotterel 	Elseyornis melanops 		16 	5
Egyptian Plover 	Pluvianus aegyptius 		8 	0
Greater Painted-snipe 	Rostratula benghalensis 		8 	0
Comb-crested Jacana 	Irediparra gallinacea 		8 	4
Pheasant-tailed Jacana 	Hydrophasianus chirurgus 		18 	0
Bronze-winged Jacana 	Metopidius indicus 		20 	0
Upland Sandpiper 	Bartramia longicauda 		70 	6
Bristle-thighed Curlew 	Numenius tahitiensis 		31 	4
Whimbrel 	Numenius phaeopus 		473 	96
Little Curlew 	Numenius minutus 		5 	1
Eskimo Curlew 	Numenius borealis 		0 	0
Far Eastern Curlew 	Numenius madagascariensis 		15 	2
Slender-billed Curlew 	Numenius tenuirostris 		2 	0
Eurasian Curlew 	Numenius arquata 		606 	613
Bar-tailed Godwit 	Limosa lapponica 		80 	11
Black-tailed Godwit 	Limosa limosa 		263 	126
Hudsonian Godwit 	Limosa haemastica 		13 	1
Ruddy Turnstone 	Arenaria interpres 		178 	55
Black Turnstone 	Arenaria melanocephala 		29 	7
Great Knot 	Calidris tenuirostris 		6 	3
Red Knot 	Calidris canutus 		63 	14
Ruff 	Calidris pugnax 		32 	9
Broad-billed Sandpiper 	Calidris falcinellus 		46 	2
Sharp-tailed Sandpiper 	Calidris acuminata 		10 	1
Stilt Sandpiper 	Calidris himantopus 		43 	9
Curlew Sandpiper 	Calidris ferruginea 		53 	20
Temminck's Stint 	Calidris temminckii 		102 	17
Long-toed Stint 	Calidris subminuta 		17 	0
Spoon-billed Sandpiper 	Calidris pygmaea 		5 	0
Red-necked Stint 	Calidris ruficollis 		20 	2
Sanderling 	Calidris alba 		113 	38
Dunlin 	Calidris alpina 		343 	218
Rock Sandpiper 	Calidris ptilocnemis 		29 	3
Purple Sandpiper 	Calidris maritima 		47 	11
Baird's Sandpiper 	Calidris bairdii 		73 	7
Little Stint 	Calidris minuta 		67 	18
Least Sandpiper 	Calidris minutilla 		111 	41
White-rumped Sandpiper 	Calidris fuscicollis 		52 	10
Buff-breasted Sandpiper 	Calidris subruficollis 		7 	0
Pectoral Sandpiper 	Calidris melanotos 		98 	29
Semipalmated Sandpiper 	Calidris pusilla 		103 	36
Western Sandpiper 	Calidris mauri 		44 	5
Asian Dowitcher 	Limnodromus semipalmatus 		6 	2
Long-billed Dowitcher 	Limnodromus scolopaceus 		90 	40
Short-billed Dowitcher 	Limnodromus griseus 		33 	3
Eurasian Woodcock 	Scolopax rusticola 		302 	62
Amami Woodcock 	Scolopax mira 		2 	0
Javan Woodcock 	Scolopax saturata 		2 	0
New Guinea Woodcock 	Scolopax rosenbergii 		11 	0
Bukidnon Woodcock 	Scolopax bukidnonensis 		11 	0
Sulawesi Woodcock 	Scolopax celebensis 		0 	0
Moluccan Woodcock 	Scolopax rochussenii 		4 	0
Jack Snipe 	Lymnocryptes minimus 		54 	1
Solitary Snipe 	Gallinago solitaria 		6 	1
Latham's Snipe 	Gallinago hardwickii 		25 	2
Wood Snipe 	Gallinago nemoricola 		10 	0
Pin-tailed Snipe 	Gallinago stenura 		43 	2
Swinhoe's Snipe 	Gallinago megala 		35 	8
Great Snipe 	Gallinago media 		91 	10
Common Snipe 	Gallinago gallinago 		542 	566
Terek Sandpiper 	Xenus cinereus 		76 	14
Wilson's Phalarope 	Phalaropus tricolor 		25 	22
Red-necked Phalarope 	Phalaropus lobatus 		109 	22
Red Phalarope 	Phalaropus fulicarius 		51 	19
Common Sandpiper 	Actitis hypoleucos 		631 	150
Spotted Sandpiper 	Actitis macularius 		112 	26
Green Sandpiper 	Tringa ochropus 		393 	161
Solitary Sandpiper 	Tringa solitaria 		119 	16
Wandering Tattler 	Tringa incana 		16 	1
Grey-tailed Tattler 	Tringa brevipes 		29 	1
Lesser Yellowlegs 	Tringa flavipes 		192 	49
Common Redshank 	Tringa totanus 		640 	851
Marsh Sandpiper 	Tringa stagnatilis 		81 	11
Wood Sandpiper 	Tringa glareola 		389 	190
Spotted Redshank 	Tringa erythropus 		144 	33
Common Greenshank 	Tringa nebularia 		378 	151
Nordmann's Greenshank 	Tringa guttifer 		7 	1
Greater Yellowlegs 	Tringa melanoleuca 		161 	57
Cream-colored Courser 	Cursorius cursor 		8 	0
Indian Courser 	Cursorius coromandelicus 		1 	0
Jerdon's Courser 	Rhinoptilus bitorquatus 		1 	0
Australian Pratincole 	Stiltia isabella 		4 	0
Collared Pratincole 	Glareola pratincola 		83 	43
Oriental Pratincole 	Glareola maldivarum 		23 	4
Black-winged Pratincole 	Glareola nordmanni 		19 	0
Small Pratincole 	Glareola lactea 		17 	4
Brown Noddy 	Anous stolidus 		23 	9
Lesser Noddy 	Anous tenuirostris 		8 	3
Black Noddy 	Anous minutus 		23 	37
Blue Noddy 	Anous ceruleus 		2 	3
White Tern 	Gygis alba 		41 	80
African Skimmer 	Rynchops flavirostris 		10 	3
Indian Skimmer 	Rynchops albicollis 		3 	0
Black-legged Kittiwake 	Rissa tridactyla 		146 	103
Red-legged Kittiwake 	Rissa brevirostris 		4 	0
Ivory Gull 	Pagophila eburnea 		2 	0
Sabine's Gull 	Xema sabini 		13 	0
Slender-billed Gull 	Chroicocephalus genei 		141 	82
Bonaparte's Gull 	Chroicocephalus philadelphia 		60 	4
Silver Gull 	Chroicocephalus novaehollandiae 		29 	25
Brown-headed Gull 	Chroicocephalus brunnicephalus 		3 	1
Black-headed Gull 	Chroicocephalus ridibundus 		691 	1424
Grey-headed Gull 	Chroicocephalus cirrocephalus 		31 	31
Saunders's Gull 	Chroicocephalus saundersi 		21 	0
Little Gull 	Hydrocoloeus minutus 		38 	29
Ross's Gull 	Rhodostethia rosea 		15 	1
Laughing Gull 	Leucophaeus atricilla 		83 	92
Franklin's Gull 	Leucophaeus pipixcan 		57 	49
Relict Gull 	Ichthyaetus relictus 		1 	0
Audouin's Gull 	Ichthyaetus audouinii 		31 	2
Mediterranean Gull 	Ichthyaetus melanocephalus 		116 	20
Pallas's Gull 	Ichthyaetus ichthyaetus 		14 	5
White-eyed Gull 	Ichthyaetus leucophthalmus 		6 	0
Sooty Gull 	Ichthyaetus hemprichii 		10 	1
Black-tailed Gull 	Larus crassirostris 		30 	14
Mew Gull 	Larus canus 		311 	418
Ring-billed Gull 	Larus delawarensis 		91 	98
California Gull 	Larus californicus 		49 	33
Great Black-backed Gull 	Larus marinus 		116 	52
Glaucous-winged Gull 	Larus glaucescens 		48 	26
Glaucous Gull 	Larus hyperboreus 		52 	33
Iceland Gull 	Larus glaucoides 		12 	0
European Herring Gull 	Larus argentatus 		253 	1080
American Herring Gull 	Larus smithsonianus 		49 	37
Vega Gull 	Larus vegae 		74 	66
Caspian Gull 	Larus cachinnans 		82 	34
Armenian Gull 	Larus armenicus 		5 	2
Slaty-backed Gull 	Larus schistisagus 		29 	8
Lesser Black-backed Gull 	Larus fuscus 		143 	262
Gull-billed Tern 	Gelochelidon nilotica 		146 	54
Caspian Tern 	Hydroprogne caspia 		162 	56
Greater Crested Tern 	Thalasseus bergii 		28 	6
Lesser Crested Tern 	Thalasseus bengalensis 		12 	2
Chinese Crested Tern 	Thalasseus bernsteini 		1 	0
Sandwich Tern 	Thalasseus sandvicensis 		160 	82
Little Tern 	Sternula albifrons 		225 	59
Saunders's Tern 	Sternula saundersi 		17 	5
Least Tern 	Sternula antillarum 		101 	55
Aleutian Tern 	Onychoprion aleuticus 		17 	2
Spectacled Tern 	Onychoprion lunatus 		0 	0
Bridled Tern 	Onychoprion anaethetus 		16 	0
Sooty Tern 	Onychoprion fuscatus 		17 	13
River Tern 	Sterna aurantia 		14 	6
Roseate Tern 	Sterna dougallii 		79 	21
Black-naped Tern 	Sterna sumatrana 		13 	0
Common Tern 	Sterna hirundo 		355 	221
White-cheeked Tern 	Sterna repressa 		7 	2
Arctic Tern 	Sterna paradisaea 		159 	88
Black-bellied Tern 	Sterna acuticauda 		2 	0
Whiskered Tern 	Chlidonias hybrida 		144 	119
White-winged Tern 	Chlidonias leucopterus 		79 	45
Black Tern 	Chlidonias niger 		159 	100
South Polar Skua 	Stercorarius maccormicki 		11 	0
Brown Skua 	Stercorarius antarcticus 		15 	1
Great Skua 	Stercorarius skua 		48 	1
Pomarine Jaeger 	Stercorarius pomarinus 		7 	2
Parasitic Jaeger 	Stercorarius parasiticus 		68 	4
Long-tailed Jaeger 	Stercorarius longicaudus 		50 	5
Little Auk 	Alle alle 		9 	1
Thick-billed Murre 	Uria lomvia 		26 	5
Common Murre 	Uria aalge 		98 	114
Razorbill 	Alca torda 		64 	35
Black Guillemot 	Cepphus grylle 		29 	7
Pigeon Guillemot 	Cepphus columba 		7 	1
Spectacled Guillemot 	Cepphus carbo 		0 	0
Marbled Murrelet 	Brachyramphus marmoratus 		10 	0
Long-billed Murrelet 	Brachyramphus perdix 		0 	0
Kittlitz's Murrelet 	Brachyramphus brevirostris 		0 	0
Ancient Murrelet 	Synthliboramphus antiquus 		10 	0
Japanese Murrelet 	Synthliboramphus wumizusume 		2 	0
Cassin's Auklet 	Ptychoramphus aleuticus 		3 	2
Parakeet Auklet 	Aethia psittacula 		5 	4
Least Auklet 	Aethia pusilla 		11 	11
Whiskered Auklet 	Aethia pygmaea 		1 	0
Crested Auklet 	Aethia cristatella 		4 	1
Rhinoceros Auklet 	Cerorhinca monocerata 		0 	0
Atlantic Puffin 	Fratercula arctica 		42 	0
Horned Puffin 	Fratercula corniculata 		1 	0
Tufted Puffin 	Fratercula cirrhata 		0 	0
Tibetan Sandgrouse 	Syrrhaptes tibetanus 		3 	0
Pallas's Sandgrouse 	Syrrhaptes paradoxus 		27 	2
Pin-tailed Sandgrouse 	Pterocles alchata 		33 	38
Chestnut-bellied Sandgrouse 	Pterocles exustus 		33 	1
Spotted Sandgrouse 	Pterocles senegallus 		27 	5
Black-bellied Sandgrouse 	Pterocles orientalis 		27 	8
Crowned Sandgrouse 	Pterocles coronatus 		17 	9
Lichtenstein's Sandgrouse 	Pterocles lichtensteinii 		9 	3
Painted Sandgrouse 	Pterocles indicus 		7 	0
Snow Pigeon 	Columba leuconota 		5 	0
Stock Dove 	Columba oenas 		162 	224
Yellow-eyed Pigeon 	Columba eversmanni 		3 	2
Common Wood Pigeon 	Columba palumbus 		419 	5845
African Olive Pigeon 	Columba arquatrix 		22 	5
Speckled Wood Pigeon 	Columba hodgsonii 		1 	0
Ashy Wood Pigeon 	Columba pulchricollis 		3 	0
Nilgiri Wood Pigeon 	Columba elphinstonii 		8 	0
Sri Lanka Wood Pigeon 	Columba torringtoniae 		1 	0
Pale-capped Pigeon 	Columba punicea 		0 	0
Silvery Pigeon 	Columba argentina 		1 	0
Andaman Wood Pigeon 	Columba palumboides 		2 	0
Japanese Wood Pigeon 	Columba janthina 		17 	2
Metallic Pigeon 	Columba vitiensis 		15 	1
European Turtle Dove 	Streptopelia turtur 		236 	174
Dusky Turtle Dove 	Streptopelia lugens 		10 	3
Oriental Turtle Dove 	Streptopelia orientalis 		78 	132
Island Collared Dove 	Streptopelia bitorquata 		4 	4
Eurasian Collared Dove 	Streptopelia decaocto 		571 	3283
African Collared Dove 	Streptopelia roseogrisea 		21 	16
Red-eyed Dove 	Streptopelia semitorquata 		99 	221
Red Turtle Dove 	Streptopelia tranquebarica 		15 	7
Spotted Dove 	Spilopelia chinensis 		150 	290
Laughing Dove 	Spilopelia senegalensis 		125 	265
Barred Cuckoo-Dove 	Macropygia unchall 		37 	8
Amboyna Cuckoo-Dove 	Macropygia amboinensis 		49 	7
Ruddy Cuckoo-Dove 	Macropygia emiliana 		6 	1
Timor Cuckoo-Dove 	Macropygia magna 		20 	8
Philippine Cuckoo-Dove 	Macropygia tenuirostris 		22 	11
Andaman Cuckoo-Dove 	Macropygia rufipennis 		2 	0
Bar-tailed Cuckoo-Dove 	Macropygia nigrirostris 		10 	7
MacKinlay's Cuckoo-Dove 	Macropygia mackinlayi 		13 	1
Little Cuckoo-Dove 	Macropygia ruficeps 		49 	18
Great Cuckoo-Dove 	Reinwardtoena reinwardti 		19 	0
White-faced Cuckoo-Dove 	Turacoena manadensis 		6 	7
Black Cuckoo-Dove 	Turacoena modesta 		8 	1
Namaqua Dove 	Oena capensis 		28 	5
Common Emerald Dove 	Chalcophaps indica 		62 	25
Pacific Emerald Dove 	Chalcophaps longirostris 		26 	15
Stephan's Emerald Dove 	Chalcophaps stephani 		15 	5
New Guinea Bronzewing 	Henicophaps albifrons 		3 	0
Thick-billed Ground Pigeon 	Trugon terrestris 		2 	0
Zebra Dove 	Geopelia striata 		102 	169
Peaceful Dove 	Geopelia placida 		25 	161
Barred Dove 	Geopelia maugeus 		12 	45
Bar-shouldered Dove 	Geopelia humeralis 		34 	182
Nicobar Pigeon 	Caloenas nicobarica 		2 	1
Sulawesi Ground Dove 	Gallicolumba tristigmata 		1 	0
Cinnamon Ground Dove 	Gallicolumba rufigula 		2 	0
Luzon Bleeding-heart 	Gallicolumba luzonica 		2 	0
Mindanao Bleeding-heart 	Gallicolumba crinigera 		3 	0
Mindoro Bleeding-heart 	Gallicolumba platenae 		0 	0
Negros Bleeding-heart 	Gallicolumba keayi 		9 	0
Sulu Bleeding-heart 	Gallicolumba menagei 		0 	0
Wetar Ground Dove 	Alopecoenas hoedtii 		7 	0
Pheasant Pigeon 	Otidiphaps nobilis 		13 	3
Western Crowned Pigeon 	Goura cristata 		1 	0
Scheepmaker's Crowned Pigeon 	Goura scheepmakeri 		0 	0
Victoria Crowned Pigeon 	Goura victoria 		3 	0
White-eared Brown Dove 	Phapitreron leucotis 		33 	3
Amethyst Brown Dove 	Phapitreron amethystinus 		6 	0
Tawitawi Brown Dove 	Phapitreron cinereiceps 		1 	0
Mindanao Brown Dove 	Phapitreron brunneiceps 		2 	0
Cinnamon-headed Green Pigeon 	Treron fulvicollis 		3 	0
Little Green Pigeon 	Treron olax 		8 	0
Pink-necked Green Pigeon 	Treron vernans 		21 	2
Orange-breasted Green Pigeon 	Treron bicinctus 		5 	0
Sri Lanka Green Pigeon 	Treron pompadora 		2 	1
Grey-fronted Green Pigeon 	Treron affinis 		13 	0
Ashy-headed Green Pigeon 	Treron phayrei 		9 	3
Andaman Green Pigeon 	Treron chloropterus 		3 	1
Philippine Green Pigeon 	Treron axillaris 		4 	0
Buru Green Pigeon 	Treron aromaticus 		0 	0
Thick-billed Green Pigeon 	Treron curvirostra 		28 	4
Grey-cheeked Green Pigeon 	Treron griseicauda 		8 	3
Sumba Green Pigeon 	Treron teysmannii 		5 	0
Flores Green Pigeon 	Treron floris 		6 	0
Timor Green Pigeon 	Treron psittaceus 		3 	0
Large Green Pigeon 	Treron capellei 		8 	0
Yellow-footed Green Pigeon 	Treron phoenicopterus 		10 	1
Bruce's Green Pigeon 	Treron waalia 		14 	0
Pin-tailed Green Pigeon 	Treron apicauda 		3 	0
Sumatran Green Pigeon 	Treron oxyurus 		8 	0
Yellow-vented Green Pigeon 	Treron seimundi 		5 	0
Wedge-tailed Green Pigeon 	Treron sphenurus 		18 	1
White-bellied Green Pigeon 	Treron sieboldii 		38 	39
Whistling Green Pigeon 	Treron formosae 		21 	9
Banded Fruit Dove 	Ptilinopus cinctus 		15 	16
Red-naped Fruit Dove 	Ptilinopus dohertyi 		4 	0
Pink-headed Fruit Dove 	Ptilinopus porphyreus 		9 	1
Flame-breasted Fruit Dove 	Ptilinopus marchei 		3 	0
Cream-breasted Fruit Dove 	Ptilinopus merrilli 		5 	0
Yellow-breasted Fruit Dove 	Ptilinopus occipitalis 		17 	0
Red-eared Fruit Dove 	Ptilinopus fischeri 		12 	0
Jambu Fruit Dove 	Ptilinopus jambu 		1 	0
Banggai Fruit Dove 	Ptilinopus subgularis 		9 	0
Oberholser's Fruit Dove 	Ptilinopus epius 		6 	0
Sula Fruit Dove 	Ptilinopus mangoliensis 		4 	1
Black-chinned Fruit Dove 	Ptilinopus leclancheri 		6 	0
Scarlet-breasted Fruit Dove 	Ptilinopus bernsteinii 		10 	3
Wompoo Fruit Dove 	Ptilinopus magnificus 		35 	59
Pink-spotted Fruit Dove 	Ptilinopus perlatus 		9 	0
Ornate Fruit Dove 	Ptilinopus ornatus 		0 	0
Orange-fronted Fruit Dove 	Ptilinopus aurantiifrons 		12 	2
Wallace's Fruit Dove 	Ptilinopus wallacii 		10 	2
Superb Fruit Dove 	Ptilinopus superbus 		43 	104
Rose-crowned Fruit Dove 	Ptilinopus regina 		24 	19
Coroneted Fruit Dove 	Ptilinopus coronulatus 		7 	16
Beautiful Fruit Dove 	Ptilinopus pulchellus 		11 	1
Blue-capped Fruit Dove 	Ptilinopus monacha 		11 	5
White-bibbed Fruit Dove 	Ptilinopus rivoli 		14 	5
Yellow-bibbed Fruit Dove 	Ptilinopus solomonensis 		28 	19
Claret-breasted Fruit Dove 	Ptilinopus viridis 		37 	12
Orange-bellied Fruit Dove 	Ptilinopus iozonus 		23 	9
Grey-headed Fruit Dove 	Ptilinopus hyogastrus 		7 	7
Carunculated Fruit Dove 	Ptilinopus granulifrons 		3 	0
Black-naped Fruit Dove 	Ptilinopus melanospilus 		25 	29
Dwarf Fruit Dove 	Ptilinopus nainus 		7 	0
Negros Fruit Dove 	Ptilinopus arcanus 		0 	0
Pink-bellied Imperial Pigeon 	Ducula poliocephala 		13 	1
White-bellied Imperial Pigeon 	Ducula forsteni 		6 	2
Mindoro Imperial Pigeon 	Ducula mindorensis 		0 	0
Grey-headed Imperial Pigeon 	Ducula radiata 		0 	0
Spotted Imperial Pigeon 	Ducula carola 		0 	0
Green Imperial Pigeon 	Ducula aenea 		61 	56
Nicobar Imperial Pigeon 	Ducula nicobarica 		1 	0
Spectacled Imperial Pigeon 	Ducula perspicillata 		22 	20
Seram Imperial Pigeon 	Ducula neglecta 		7 	0
Elegant Imperial Pigeon 	Ducula concinna 		18 	37
Pacific Imperial Pigeon 	Ducula pacifica 		14 	33
Spice Imperial Pigeon 	Ducula myristicivora 		16 	8
Purple-tailed Imperial Pigeon 	Ducula rufigaster 		11 	2
Cinnamon-bellied Imperial Pigeon 	Ducula basilica 		27 	21
Rufescent Imperial Pigeon 	Ducula chalconota 		2 	0
Island Imperial Pigeon 	Ducula pistrinaria 		19 	4
Pink-headed Imperial Pigeon 	Ducula rosacea 		14 	16
Grey Imperial Pigeon 	Ducula pickeringii 		14 	1
Pinon's Imperial Pigeon 	Ducula pinon 		20 	49
Collared Imperial Pigeon 	Ducula mullerii 		1 	0
Zoe's Imperial Pigeon 	Ducula zoeae 		25 	13
Mountain Imperial Pigeon 	Ducula badia 		51 	18
Dark-backed Imperial Pigeon 	Ducula lacernulata 		26 	5
Timor Imperial Pigeon 	Ducula cineracea 		4 	0
Pied Imperial Pigeon 	Ducula bicolor 		12 	5
Silver-tipped Imperial Pigeon 	Ducula luctuosa 		1 	1
Torresian Imperial Pigeon 	Ducula spilorrhoa 		10 	13
Sombre Pigeon 	Cryptophaps poecilorrhoa 		4 	0
Papuan Mountain Pigeon 	Gymnophaps albertisii 		1 	0
Buru Mountain Pigeon 	Gymnophaps mada 		0 	0
Seram Mountain Pigeon 	Gymnophaps stalkeri 		0 	0
Ivory-billed Coucal 	Centropus menbeki 		27 	6
Biak Coucal 	Centropus chalybeus 		9 	0
Rufous Coucal 	Centropus unirufus 		9 	0
Green-billed Coucal 	Centropus chlororhynchos 		15 	0
Black-faced Coucal 	Centropus melanops 		21 	3
Black-hooded Coucal 	Centropus steerii 		6 	0
Short-toed Coucal 	Centropus rectunguis 		21 	3
Bay Coucal 	Centropus celebensis 		28 	1
White-browed Coucal 	Centropus superciliosus 		57 	25
Sunda Coucal 	Centropus nigrorufus 		1 	0
Greater Coucal 	Centropus sinensis 		161 	64
Malagasy Coucal 	Centropus toulou 		38 	25
Goliath Coucal 	Centropus goliath 		18 	9
Philippine Coucal 	Centropus viridis 		26 	7
Lesser Coucal 	Centropus bengalensis 		54 	20
Black-billed Coucal 	Centropus bernsteini 		9 	0
Pheasant Coucal 	Centropus phasianinus 		33 	11
Andaman Coucal 	Centropus andamanensis 		11 	1
Bornean Ground Cuckoo 	Carpococcyx radiceus 		38 	0
Sumatran Ground Cuckoo 	Carpococcyx viridis 		15 	0
Coral-billed Ground Cuckoo 	Carpococcyx renauldi 		22 	1
Raffles's Malkoha 	Rhinortha chlorophaea 		29 	6
Sirkeer Malkoha 	Taccocua leschenaultii 		6 	0
Red-billed Malkoha 	Zanclostomus javanicus 		14 	2
Yellow-billed Malkoha 	Rhamphococcyx calyorhynchus 		9 	1
Chestnut-breasted Malkoha 	Phaenicophaeus curvirostris 		12 	1
Red-faced Malkoha 	Phaenicophaeus pyrrhocephalus 		1 	0
Chestnut-bellied Malkoha 	Phaenicophaeus sumatranus 		4 	0
Blue-faced Malkoha 	Phaenicophaeus viridirostris 		2 	0
Black-bellied Malkoha 	Phaenicophaeus diardi 		4 	0
Green-billed Malkoha 	Phaenicophaeus tristis 		13 	0
Rough-crested Malkoha 	Dasylophus superciliosus 		1 	0
Scale-feathered Malkoha 	Dasylophus cumingi 		8 	0
Chestnut-winged Cuckoo 	Clamator coromandus 		34 	1
Great Spotted Cuckoo 	Clamator glandarius 		148 	11
Jacobin Cuckoo 	Clamator jacobinus 		47 	2
Dwarf Cuckoo 	Coccycua pumila 		4 	0
Asian Koel 	Eudynamys scolopaceus 		236 	213
Black-billed Koel 	Eudynamys melanorhynchus 		29 	20
Pacific Koel 	Eudynamys orientalis 		73 	35
Pacific Long-tailed Cuckoo 	Urodynamis taitensis 		12 	2
Channel-billed Cuckoo 	Scythrops novaehollandiae 		28 	17
Asian Emerald Cuckoo 	Chrysococcyx maculatus 		6 	1
